UNESCO ID,Site Name,Country,Stone Mentioned,Category,Mention Context
13,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,Obsidian,General Rock,"With a relatively continuous stratigraphic sequence formed by the accumulation of fluvial/alluvial and volcano-derived deposits interposed with tuff, the property preserves an exceptionally long cultural sequence consisting of four consecutive phases of the Oldowan, Acheulean, Middle Stone Age and Late Stone Age techno-complexes, documented in a variety of archaeological contexts, testifying to the occupation of the area by hominin groups from two million years ago. Rich concentration of varied lithic assemblages made from volcanic rocks with different knapping techniques, and evidence of high-quality of standardised obsidian tools, suggest a level of planning and innovation. Evidence of the centuries-long tradition of procurement and use of obsidian starting with the Oldowan industry makes the property the earliest known example of obsidian utilisation and an outstanding witness of continuity of exploitation of this raw material. Criterion (v):  The cluster of Pleistocene archaeological and palaeontological sites of Melka Kunture and Balchit testifies in an exceptional way to the consistent exploitation of obsidian as a raw material and its extensive use for tool production that starts with the Oldowan industry. It is the earliest known example of obsidian utilisation, and the only known place in the world that holds an uninterrupted record of systematic procurement of this volcanic glass and its knapping since two million years ago. High-quality and quantity of standardised obsidian tools found in Acheulean contexts suggests possible introduction of specialised production sites."
13,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,Tuff,General Rock,"With a relatively continuous stratigraphic sequence formed by the accumulation of fluvial/alluvial and volcano-derived deposits interposed with tuff, the property preserves an exceptionally long cultural sequence consisting of four consecutive phases of the Oldowan, Acheulean, Middle Stone Age and Late Stone Age techno-complexes, documented in a variety of archaeological contexts, testifying to the occupation of the area by hominin groups from two million years ago. Rich concentration of varied lithic assemblages made from volcanic rocks with different knapping techniques, and evidence of high-quality of standardised obsidian tools, suggest a level of planning and innovation. Evidence of the centuries-long tradition of procurement and use of obsidian starting with the Oldowan industry makes the property the earliest known example of obsidian utilisation and an outstanding witness of continuity of exploitation of this raw material. Criterion (v):  The cluster of Pleistocene archaeological and palaeontological sites of Melka Kunture and Balchit testifies in an exceptional way to the consistent exploitation of obsidian as a raw material and its extensive use for tool production that starts with the Oldowan industry. It is the earliest known example of obsidian utilisation, and the only known place in the world that holds an uninterrupted record of systematic procurement of this volcanic glass and its knapping since two million years ago. High-quality and quantity of standardised obsidian tools found in Acheulean contexts suggests possible introduction of specialised production sites."
13,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,Volcanic Rock,General Rock,"With a relatively continuous stratigraphic sequence formed by the accumulation of fluvial/alluvial and volcano-derived deposits interposed with tuff, the property preserves an exceptionally long cultural sequence consisting of four consecutive phases of the Oldowan, Acheulean, Middle Stone Age and Late Stone Age techno-complexes, documented in a variety of archaeological contexts, testifying to the occupation of the area by hominin groups from two million years ago. Rich concentration of varied lithic assemblages made from volcanic rocks with different knapping techniques, and evidence of high-quality of standardised obsidian tools, suggest a level of planning and innovation. Evidence of the centuries-long tradition of procurement and use of obsidian starting with the Oldowan industry makes the property the earliest known example of obsidian utilisation and an outstanding witness of continuity of exploitation of this raw material. Criterion (v):  The cluster of Pleistocene archaeological and palaeontological sites of Melka Kunture and Balchit testifies in an exceptional way to the consistent exploitation of obsidian as a raw material and its extensive use for tool production that starts with the Oldowan industry. It is the earliest known example of obsidian utilisation, and the only known place in the world that holds an uninterrupted record of systematic procurement of this volcanic glass and its knapping since two million years ago. High-quality and quantity of standardised obsidian tools found in Acheulean contexts suggests possible introduction of specialised production sites."
13,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,Volcanic Tuff,General Rock,"With a relatively continuous stratigraphic sequence formed by the accumulation of fluvial/alluvial and volcano-derived deposits interposed with tuff, the property preserves an exceptionally long cultural sequence consisting of four consecutive phases of the Oldowan, Acheulean, Middle Stone Age and Late Stone Age techno-complexes, documented in a variety of archaeological contexts, testifying to the occupation of the area by hominin groups from two million years ago. Rich concentration of varied lithic assemblages made from volcanic rocks with different knapping techniques, and evidence of high-quality of standardised obsidian tools, suggest a level of planning and innovation. Evidence of the centuries-long tradition of procurement and use of obsidian starting with the Oldowan industry makes the property the earliest known example of obsidian utilisation and an outstanding witness of continuity of exploitation of this raw material. Criterion (v):  The cluster of Pleistocene archaeological and palaeontological sites of Melka Kunture and Balchit testifies in an exceptional way to the consistent exploitation of obsidian as a raw material and its extensive use for tool production that starts with the Oldowan industry. It is the earliest known example of obsidian utilisation, and the only known place in the world that holds an uninterrupted record of systematic procurement of this volcanic glass and its knapping since two million years ago. High-quality and quantity of standardised obsidian tools found in Acheulean contexts suggests possible introduction of specialised production sites."
675,Joya de Cerén Archaeological Site,El Salvador,Volcanic Ash,General Rock,"Around AD 500, the central and western parts of the territory of the modern Republic of El Salvador were buried beneath thick layers of volcanic ash from the Ilopango volcano. Underneath the layers of volcanic ash, the best preserved example of a pre-hispanic village in Mesoamerica can be found, with architectural remains, grouped into compounds that include civic, religious and household buildings."
1152,Þingvellir National Park,Iceland,Lava,General Rock,"The National Park is enclosed by a varied belt of mountains on three sides, featuring grass-covered lava fields, and Lake Þingvallavatn lies at its southern end."
1698,Sado Island Gold Mines,Japan,Volcanic Rock,General Rock,"In addition, the weathering of the volcanic rock exposed ore veins, which were mined underground at the land surface and deep underground in the Aikawa-Tsurushi Area, at the southern end of the Osado Mountains range."
1425,"The Climats, terroirs of Burgundy",France,Limestone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Climats, terroirs of Burgundy, are small precisely delimited parcels of vineyard located on the slopes of the Côte de Nuits and the Côte de Beaune, natural hillsides with clay-limestone soils of extremely variable composition extending 50 km south of Dijon up to Maranges."
856,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",Belgium,Coal,General Rock,"The construction of the Canal du Centre to ensure the liaison between the Meuse and the Escaut basins was part of the opening-up programme of Hainaut, a rich industrial region, notably coal, but with very few natural navigable waterways for coal export."
267,Old City of Berne,Switzerland,Limestone,General Rock,"This development remains visible in its urban structure, mainly tributary to the medieval establishment and its clearly defined elements: well-defined wide streets, used for the market, a regular division of built sections, subdivided into narrow and deep parcels, an advanced infrastructure for water transportation, impressive buildings for the most part dating from the 18th century mainly built from sandy limestone, with their system of arcades and the facades of the houses supported by arches. In the 17th century, many patrician houses were built of sandy limestone, and towards the end of the 18th century, a large part of the constructed zones underwent transformation."
27,Mesa Verde National Park,United States of America,Sandstone,General Rock,"Some 600 cliff dwellings built of sandstone and mud mortar have been recorded within Mesa Verde National Park – including the famous multi-storey Cliff Palace, Balcony House, and Square Tower House – and an additional 4,300 archaeological sites have been discovered. Large portions of the sandstone and mud-mortar multi-storey buildings have survived intact in form and materials, a tribute to the engineering skills of these early peoples as well as the dry environment of the mesa’s alcoves."
306,Matobo Hills,Zimbabwe,Granite,General Rock,"Matobo Hills  The area exhibits a profusion of distinctive rock landforms rising above the granite shield that covers much of Zimbabwe. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Matobo Hills some 35 km south of Bulawayo are a profusion of distinctive granite landforms, densely packed into a comparatively tight area, that rise up to form a sea of hills. Their forms have resulted from the varied composition and alignment of the granite rocks, which responded differently to millions of years of weathering. These extraordinary granite rock formations have exerted a strong presence over the whole area – both in natural and cultural terms."
1310,"Cidade Velha, Historic Centre of Ribeira Grande",Cabo Verde,Marble,General Rock,"Located in the south of the island of Santiago, the town features some of the original street layout impressive remains including two churches, a royal fortress and Pillory Square with its ornate 16th century marble pillar."
1555,Colonies of Benevolence,"Belgium,Netherlands (Kingdom of the)",Peat,General Rock,The Colonies of Benevolence created a highly functional landscape out of isolated peat and heath wastelands through the domestic colonisation of paupers.
1344,Major Mining Sites of Wallonia,Belgium,Coal,General Rock,"Major Mining Sites of Wallonia  The four sites of the property form a strip 170 km long by 3–15 km wide, crossing Belgium from east to west, consisting of the best-preserved 19th- and 20th-century coal-mining sites of the country. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Grand-Hornu, Bois-du-Luc, Bois du Cazier and Blegny-Mine sites represent the best preserved places of coal mining in Belgium, from the early 19th to the second half of the 20th centuries. The Walloon Coal Basin is one of the oldest, and most emblematic of the industrial revolution, on the European continent. The four sites include numerous technical and industrial remains, relating to both the surface and the underground coal mining industry, the industrial architecture associated with the mines, worker housing, mining town urban planning and the social and human values associated with their history, in particular the memory of the Bois du Cazier disaster (1956)."
1360,Nord-Pas de Calais Mining Basin,France,Coal,General Rock,"Nord-Pas de Calais Mining Basin  Remarkable as a landscape shaped over three centuries of coal extraction from the 1700s to the 1900s, the site consists of 109 separate components over 120,000 ha. It features mining pits (the oldest of which dates from 1850) and lift infrastructure, slag heaps (some of which cover 90 ha and exceed 140 m in height), coal transport infrastructure, railway stations, workers’ estates and mining villages including social habitat, schools, religious buildings, health and community facilities, company premises, owners and managers’ houses, town halls and more. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Nord-Pas de Calais Mining Basin corresponds to the French part of the northwest European coal seam. It provides an important and well preserved example of coal mining and its associated urban planning throughout the two centuries of intensive coal extraction from the end of the 18th century to the last quarter of the 20th century, through industrial methods involving a great many workers. This succession of landscapes resulting from the virtually mono-industry of coal extraction includes: physical and geographic components (slag heaps, farmland, mining subsidence ponds and woods), a mining industrial heritage (pit heads, residual industrial buildings and headgear), vestiges of transport equipment, the so-called ’cavaliers’, (canals, railways, conveyors), worker housing and characteristic urban planning (mining villages, garden cities, detached housing estates and tenement buildings), monumental and architectural components testifying to community life (churches, schools, managers’ châteaux, company head offices, worker union premises, stations, town halls, hospitals and clinics, community halls and sports facilities), and finally places of remembrance and celebration of the Basin’s history and its miners. Criterion (ii)  : The Nord-Pas de Calais Mining Basin provides exceptional testimony to the exchange of ideas and influences regarding the extraction methods used for underground coal seams, the design of worker housing and urban planning, as well as the international human migration that accompanied the industrialization of Europe. Criterion (iv)  : The living and evolving mining landscapes of the Nord-Pas de Calais Basin provide an eminent example of the large-scale development of coal mining in the 19th and 20th centuries, by large industrial companies and their considerable workforce. This is a space structured by urban planning, specific industrial structures and the physical vestiges of coal extraction (slag heaps and subsidence). They are testimony to the evolution of the social and technical conditions of coal extraction. The integrity of the industrial testimony to coal extraction is, however, much weaker. In practice, the integrity can be satisfactorily read on three levels: the technical object or building, the intermediate level of the coal extraction pit, worker estate or local territory, and, lastly, the more expansive view of the landscapes and horizons that meet the visitor’s eye."
689,As-Salt - The Place of Tolerance and Urban Hospitality,Jordan,Limestone,General Rock,"This prosperity attracted skilled craftsmen from different parts of the region who worked on transforming the modest rural settlement into a thriving town with a distinctive layout and an architecture characterized by large public buildings and family residences constructed of local yellow limestone. The city features large public buildings and private residences characterised by a central hallway and three bays, constructed of yellow limestone."
925,Rock Shelters of Bhimbetka,India,Sandstone,General Rock,"Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period."
1527,Caves and Ice Age Art in the Swabian Jura,Germany,Limestone,General Rock,"The property includes sufficient consideration of the setting of the caves in relation to the topography and vegetation of the Lone and Ach valleys, including the limestone cliffs, valley floors and adjacent uplands."
687,Völklingen Ironworks,Germany,Coal,General Rock,"It contains installations covering every stage in the pig-iron production process, from raw materials handling and processing equipment for coal and iron ore to blast-furnace iron production, with all the ancillary equipment, such as gas purification and blowing equipment. Much of the original coking plant survives, despite the 1935 reconstruction, notably the coal tower of 1898."
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,Limestone,General Rock,"Finca 6 is the only site retaining stone spheres in linear arrangements, Batambal is the only chiefdom settlement visible from a far distance, El Silencio contains the largest single stone sphere ever found, and Grijalba-2 site is unique for its use of limestone and its distinctive characteristics as a subordinate centre, as opposed to the Finca 6 site, which was likely a principal centre."
1610,Ombilin Coal Mining Heritage of Sawahlunto,Indonesia,Coal,General Rock,"Ombilin Coal Mining Heritage of Sawahlunto. Ombilin Coal Mining Heritage of Sawahlunto  Built for the extraction, processing and transport of high-quality coal in an inaccessible region of Sumatra, this industrial site was developed by the Netherlands East Indies’ government in the globally important period of industrialisation from the late 19th to the beginning of the 20th century. It comprises the mining site and company town, coal storage facilities at the port of Emmahaven and the railway network linking the mines to the coastal facilities. The Ombilin Coal Mining Heritage was built as an integrated system that enabled the efficient deep-bore extraction, processing, transport and shipment of coal. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Ombilin Coal Mining Heritage of Sawahlunto is an outstanding example of a pioneering technological ensemble planned and built by European engineers in their colonies designed to extract strategic coal resources. Built to exploit the exceedingly rich Ombilin coal deposits, located in the inaccessible mountains of West Sumatra, the Ombilin Coal Mining Heritage of Sawahlunto is an extensive technological ensemble consisting of twelve components located in three functionally-related areas: Area A, consisting of open pit mines and labyrinthine underground mining tunnels together with on-site coal processing facilities, supported by a full-facility purpose-built mining town nearby at Sawahlunto; Area B, an ingeniously engineered rack mountain railway together with numerous rail bridges and tunnels, linking the mines to the coastal seaport, across 155 kilometres of rugged mountain terrain; and Area C, a dredged harbour and newly-constructed seaport at Emmahaven on Sumatra's Indian Ocean coast from where the coal was shipped throughout the Netherlands East Indies and to Europe. Criterion (ii):  Ombilin Coal Mining Heritage of Sawahlunto exhibits a significant interchange of mining technology between Europe and its colonies during the second half of the 19th century and early 20th century. This complex technological ensemble was planned and built as a fully-integrated system designed to enable efficient deep-bore extraction, processing, transport and shipment of industrial-quality coal. Criterion (iv):  Ombilin Coal Mining Heritage of Sawahlunto is an outstanding example of a technological ensemble designed for maximum efficiency in the extraction of a key, strategic natural resource – in this case industrial grade coal. The engineering technologies included deep bore vertical tunneling of mine shafts, mechanical ore washing and sorting, steam locomotion and rack railway, inclined and reverse-arc rail bridge construction, rock-blast railroad tunnels, deep-dredge harbours, and coal storage in climate-controlled silos. Integrity  Each of the three areas includes the necessary attributes to understand the integrated system of coal exploitation and transportation – with its systemic linkage of shaft and tunnel mines, a 155 km long mountain railway system, and seaport. Authenticity  Ombilin Coal Mining Heritage of Sawahlunto is a technological ensemble consisting of twelve components. The overall coordination for the management of property is undertaken by the Board of the Directors for the Ombilin Coal Mining Heritage of Sawahlunto which consists of relevant ministries and members from the relevant municipalities. Once fully established, the Site Management Office for the Conservation of the Ombilin Coal Mining Heritage of Sawahlunto will implement the management plan and maintenance plan; evaluate development proposals; provide guidance and support for owners; and coordinate the activities of all stakeholders and experts of the Advisory Board. In light of the decline in coal mining, Sawahlunto is developing heritage tourism as its main economic activity, and visitor numbers are expected to increase. There is a proposal to develop the silo at the Emmahaven Port coal storage facilities as a staging point for the presentation of the property and as an entry point for visitors from outside West Sumatra."
476,Chongoni Rock-Art Area,Malawi,Granite,General Rock,"Chongoni Rock-Art Area  Situated within a cluster of forested granite hills and covering an area of 126.4 km2, high up the plateau of central Malawi, the 127 sites of this area feature the richest concentration of rock art in Central Africa. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Situated within a cluster of forested granite hills and covering an area of 126.4 km2, high up the plateau of central Malawi, the 127 sites of this property feature the richest concentration of rock art in Central Africa."
1500,Gorham's Cave Complex,United Kingdom of Great Britain and Northern Ireland,Limestone,General Rock,"Gorham's Cave Complex  The steep limestone cliffs on the eastern side of the Rock of Gibraltar contain four caves with archaeological and paleontological deposits that provide evidence of Neanderthal occupation over a span of more than 100,000 years. Scientific research on these sites has already contributed substantially to debates about Neanderthal and human evolution.   Description is available under license CC-BY-SA IGO 3.0 Brief Synthesis  Located on the eastern side of the Rock of Gibraltar, steep limestone cliffs contain four caves with extensive archaeological and palaeontological deposits that provide evidence of Neanderthal occupation over a span of 100,000 years. The sites are complemented by their steep limestone cliff settings, and the present-day flora and fauna of Gibraltar, much of which can be also identified in the rich palaeo-environmental evidence from the excavations. Integrity  The boundary includes all elements necessary to express the Outstanding Universal Value of this property, including the setting of the caves in relation to the topography and vegetation of Gibraltar (limestone cliffs, fossil sand dunes, fossil beaches, scree slopes, shorelines and flora and fauna)."
949,My Son Sanctuary,Viet Nam,Sandstone,General Rock,They are constructed in fired brick with stone pillars and decorated with sandstone bas-reliefs depicting scenes from Hindu mythology.
558,Skogskyrkogården,Sweden,Granite,General Rock,"Integrity  Within the boundaries of the 108.08 ha property are located all the elements necessary to express the Outstanding Universal Value of Skogskyrkogården, including the landscape dominated by a forest of tall pine trees, the Woodland Chapel (1920), the service building designed by Asplund (1923-24), the Chapel of Resurrection designed by Lewerentz (1925), the group of three chapels (Faith, Hope, and the Holy Cross) with common mortuary and crematorium facilities designed by Asplund (1937-1940), the granite cross on the lawn outside the chapels designed by Asplund, and the 4 km-long surrounding granite wall."
840,Viñales Valley,Cuba,Limestone,General Rock,Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Viñales Valley in the  Sierra de los Organos  near the western end of the island of Cuba is an outstanding karst landscape encircled by mountains and dotted with spectacular dome-like limestone outcrops (  mogotes  ) that rise as high as 300 m.
1721,Umm Al-Jimāl,Jordan,Basalt,General Rock,"It preserves basaltic structures from the Byzantine and Early Islamic periods that represent the local architecture style of the Hauran region, with some earlier Roman military buildings re-purposed by later inhabitants. Its layout and distinctive basaltic architecture of mostly domestic and religious character reflect local Hauranian building styles and designs rooted in pragmatism, cost-effectiveness and durability. Criterion (iii):  As a typical rural Hauranian settlement that developed around agricultural and animal herding activities on the Hauran basaltic plateau, Umm Al-Jimāl is one of the most representative examples of the rural lifestyle of the Hauranian people, reflecting the key aspects of their cultural traditions and social values embodied in the well-preserved distinctive basalt architecture."
1721,Umm Al-Jimāl,Jordan,Basaltic,General Rock,"It preserves basaltic structures from the Byzantine and Early Islamic periods that represent the local architecture style of the Hauran region, with some earlier Roman military buildings re-purposed by later inhabitants. Its layout and distinctive basaltic architecture of mostly domestic and religious character reflect local Hauranian building styles and designs rooted in pragmatism, cost-effectiveness and durability. Criterion (iii):  As a typical rural Hauranian settlement that developed around agricultural and animal herding activities on the Hauran basaltic plateau, Umm Al-Jimāl is one of the most representative examples of the rural lifestyle of the Hauranian people, reflecting the key aspects of their cultural traditions and social values embodied in the well-preserved distinctive basalt architecture."
1695,Zagori Cultural Landscape,Greece,Limestone,General Rock,"Combining natural and cultural elements,  Zagorochoria  exhibit a traditional architecture of limestone masonry that persists but has become vulnerable due to socio-cultural and environmental pressures. These elements include traditional architecture of limestone masonry, a network of stone-arched bridges, stone cobbled paths, and stone staircases linking the villages, and associated rural mountain landscape features."
251,Agra Fort,India,Red Sandstone,General Rock,"This powerful fortress of red sandstone encompasses, within its 2.5-km-long enclosure walls, the imperial city of the Mughal rulers."
251,Agra Fort,India,Sandstone,General Rock,"This powerful fortress of red sandstone encompasses, within its 2.5-km-long enclosure walls, the imperial city of the Mughal rulers."
915,Fossil Hominid Sites of South Africa,South Africa,Breccia,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The undulating landscape containing the fossil hominid sites of South Africa comprises dolomitic limestone ridges with rocky outcrops and valley grasslands, wooded along watercourses and in areas of natural springs. The Taung Skull, found in a limestone quarry at Dart Pinnacle amongst numerous archaeological and palaeontological sites south-west of the Sterkfontein Valley area, is a specimen of the species Australopithecus Africanus. Authenticity  As regards authenticity, the sites contain within their deposits all of the key interrelated and interdependent elements in their natural palaeontological relationships.  Thus, the breccia representing the cave fillings contains the fossilised remains of hominids, their lithicultural remains (from about 2.0 million years onwards), fossils of other animals, plants and pollen, as well as geochemical and sedimentological evidence of the conditions under which each member of the deposits was laid down.  They represent a succession of palaeo‑ecosystems.  The caves, breccias and strata from which quantities of fossils or tools have been extracted, together with the landscape are generally intact, but are vulnerable to development pressures, villagers’ use of the environment and tourism."
915,Fossil Hominid Sites of South Africa,South Africa,Dolomitic,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The undulating landscape containing the fossil hominid sites of South Africa comprises dolomitic limestone ridges with rocky outcrops and valley grasslands, wooded along watercourses and in areas of natural springs. The Taung Skull, found in a limestone quarry at Dart Pinnacle amongst numerous archaeological and palaeontological sites south-west of the Sterkfontein Valley area, is a specimen of the species Australopithecus Africanus. Authenticity  As regards authenticity, the sites contain within their deposits all of the key interrelated and interdependent elements in their natural palaeontological relationships.  Thus, the breccia representing the cave fillings contains the fossilised remains of hominids, their lithicultural remains (from about 2.0 million years onwards), fossils of other animals, plants and pollen, as well as geochemical and sedimentological evidence of the conditions under which each member of the deposits was laid down.  They represent a succession of palaeo‑ecosystems.  The caves, breccias and strata from which quantities of fossils or tools have been extracted, together with the landscape are generally intact, but are vulnerable to development pressures, villagers’ use of the environment and tourism."
915,Fossil Hominid Sites of South Africa,South Africa,Dolomitic Limestone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The undulating landscape containing the fossil hominid sites of South Africa comprises dolomitic limestone ridges with rocky outcrops and valley grasslands, wooded along watercourses and in areas of natural springs. The Taung Skull, found in a limestone quarry at Dart Pinnacle amongst numerous archaeological and palaeontological sites south-west of the Sterkfontein Valley area, is a specimen of the species Australopithecus Africanus. Authenticity  As regards authenticity, the sites contain within their deposits all of the key interrelated and interdependent elements in their natural palaeontological relationships.  Thus, the breccia representing the cave fillings contains the fossilised remains of hominids, their lithicultural remains (from about 2.0 million years onwards), fossils of other animals, plants and pollen, as well as geochemical and sedimentological evidence of the conditions under which each member of the deposits was laid down.  They represent a succession of palaeo‑ecosystems.  The caves, breccias and strata from which quantities of fossils or tools have been extracted, together with the landscape are generally intact, but are vulnerable to development pressures, villagers’ use of the environment and tourism."
915,Fossil Hominid Sites of South Africa,South Africa,Limestone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The undulating landscape containing the fossil hominid sites of South Africa comprises dolomitic limestone ridges with rocky outcrops and valley grasslands, wooded along watercourses and in areas of natural springs. The Taung Skull, found in a limestone quarry at Dart Pinnacle amongst numerous archaeological and palaeontological sites south-west of the Sterkfontein Valley area, is a specimen of the species Australopithecus Africanus. Authenticity  As regards authenticity, the sites contain within their deposits all of the key interrelated and interdependent elements in their natural palaeontological relationships.  Thus, the breccia representing the cave fillings contains the fossilised remains of hominids, their lithicultural remains (from about 2.0 million years onwards), fossils of other animals, plants and pollen, as well as geochemical and sedimentological evidence of the conditions under which each member of the deposits was laid down.  They represent a succession of palaeo‑ecosystems.  The caves, breccias and strata from which quantities of fossils or tools have been extracted, together with the landscape are generally intact, but are vulnerable to development pressures, villagers’ use of the environment and tourism."
1465,"Champagne Hillsides, Houses and Cellars",France,Chalk,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  In north-east France, on cool, chalky land, the Champagne Hillsides, Houses and Cellars form a very specific agro-industrial landscape, with the vineyards as the supply basin and villages and urban districts concentrating the production and trading functions. Through the development of traditional know-how, the people of Champagne have overcome a number of obstacles, both in the vineyards (a harsh climate and rather infertile chalky soils), and in the wine-making process, through their mastery of sparkling wine production techniques, and in assembly and bottling. They are functionally intertwined and intrinsically linked to the chalky substratum where the vines grow, which is easy to hollow out and which is also found in the architecture. In Reims, the use of the former Gallo-Roman and medieval chalk quarries, and the digging of suitable cellars in Épernay or on the hillsides, led to the formation of an exceptional underground landscape – the hidden side of Champagne. The chalk quarries are still used in Champagne production and the network of cellars is well preserved and still perfectly operational."
1465,"Champagne Hillsides, Houses and Cellars",France,Chalky,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  In north-east France, on cool, chalky land, the Champagne Hillsides, Houses and Cellars form a very specific agro-industrial landscape, with the vineyards as the supply basin and villages and urban districts concentrating the production and trading functions. Through the development of traditional know-how, the people of Champagne have overcome a number of obstacles, both in the vineyards (a harsh climate and rather infertile chalky soils), and in the wine-making process, through their mastery of sparkling wine production techniques, and in assembly and bottling. They are functionally intertwined and intrinsically linked to the chalky substratum where the vines grow, which is easy to hollow out and which is also found in the architecture. In Reims, the use of the former Gallo-Roman and medieval chalk quarries, and the digging of suitable cellars in Épernay or on the hillsides, led to the formation of an exceptional underground landscape – the hidden side of Champagne. The chalk quarries are still used in Champagne production and the network of cellars is well preserved and still perfectly operational."
32,Wieliczka and Bochnia Royal Salt Mines,Poland,Rock Salt,General Rock,"Wieliczka and Bochnia Royal Salt Mines  The deposit of rock salt in Wieliczka and Bochnia has been mined since the 13th century. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Wieliczka and Bochnia salt mines are located on the same geological rock salt deposit in southern Poland. A substantial ensemble of statues and decorative elements sculpted into the rock salt has been preserved in both mines, along with an ensemble of tools and machinery. The galleries, the subterranean chambers arranged and decorated in ways that reflect the miners’ social and religious traditions, the tools and machinery, and the Saltworks Castle which administered the establishment for centuries, provide outstanding testimony about the socio-technical system involved in the underground mining of rock salt. Both mines present the diversity of the ensemble, in mining, technical and artistic terms, and the completeness of the evidence of the historically ancient working of rock salt in this region of what is today Southern Poland."
1504,Stećci Medieval Tombstone Graveyards,"Bosnia and Herzegovina,Croatia,Montenegro,Serbia",Limestone,General Rock,The stećci are mostly carved from limestone.
1329,At-Turaif District in ad-Dir'iyah,Saudi Arabia,Adobe,General Rock,"It comprises many palaces and is an outstanding example of the Najdi architectural and decorative style characteristic of the centre of the Arabian Peninsula.  It bears witness to a building method that is well adapted to its environment, to the use of adobe in major palatial complexes, along with a remarkable sense of geometrical decoration."
353,Chaco Culture,United States of America,Sandstone,General Rock,"Integrity  Within the boundaries of the property are located all the elements necessary to understand and express the Outstanding Universal Value of Chaco Culture, including walls built of sandstone and mud mortar standing more than five storeys tall, pine roof beams, and well-preserved archaeological remains that provide a comprehensive picture of the Chaco culture, all having survived due to high-quality craftsmanship and the dry, remote location."
1063,Tokaj Wine Region Historic Cultural Landscape,Hungary,Volcanic Rock,General Rock,
968,Agricultural Landscape of Southern Öland,Sweden,Limestone,General Rock,"Agricultural Landscape of Southern Öland  The southern part of the island of Öland in the Baltic Sea is dominated by a vast limestone plateau. Description is available under license CC-BY-SA IGO 3.0 Brief Synthesis  The southern part of Öland, an island in the Baltic Sea off the south-eastern coast of Sweden, is dominated by a vast limestone plateau. Limestone bedrock and a warm, dry climate have set limits for how the islanders can use their landscape."
1021,Tsodilo,Botswana,Quartzite,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Located in north-west Botswana near the Namibian Border in Okavango Sub-District, the Tsodilo Hills are a small area of massive quartzite rock formations that rise from ancient sand dunes to the east and a dry fossil lake bed to the west in the Kalahari Desert. Three basic long-term facts have contributed to Tsodilo’s outstanding state of preservation: its remoteness, its low population density, and the high degree of resistance to erosion of its quartzitic rock."
1021,Tsodilo,Botswana,Quartzitic,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Located in north-west Botswana near the Namibian Border in Okavango Sub-District, the Tsodilo Hills are a small area of massive quartzite rock formations that rise from ancient sand dunes to the east and a dry fossil lake bed to the west in the Kalahari Desert. Three basic long-term facts have contributed to Tsodilo’s outstanding state of preservation: its remoteness, its low population density, and the high degree of resistance to erosion of its quartzitic rock."
772,Fertö / Neusiedlersee Cultural Landscape,"Austria,Hungary",Limestone,General Rock,"Authenticity is also supported by the continued use of local building materials (limestone, reed and wood). The Leitha limestone, found near the lake and quarried from Roman times until the mid-20th century, provided building stone to Sopron and Vienna as well as to local settlements."
1471,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Israel,Limestone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Hewed into the limestone slopes of hills bordering the Vale of Jezre’el, a series of man-made catacombs was developed from the 2nd century AD as the necropolis of Bet She’arim."
