Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Standardised Stone Name,Description Mention Statement,OUV Mention Statement,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
88,Nubian Monuments from Abu Simbel to Philae,Egypt,Yes,Granite,Granite,,"To these must be added the astonishing granite quarries of Aswan, exploited by the pharaohs from early antiquity, with unfinished monuments, colossi and obelisks. || First to be addressed was the granite quarries of the Cataract area with its unfinished obelisk, then the management of Elephantine Island with the assistance of the Swiss Institute, both with Management Plans now complete and in effect.","Temples, Tombs, Sanctuary, Kiosk, Monastery, Gate, Ruins; nan",Internal (DS/OUV),,"Old Kingdom, Middle Kingdom, New Kingdom (15th century BCE) to Ptolemaic and Roman periods (2nd century CE)",Internal (DS/OUV),,Ancient Egyptian / Nubian / Greco-Roman / Coptic,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,Granite (Mentioned under Criterion iii & Protection requirements),Internal (DS/OUV),,,,,,,,,,,,,,,,,Stone quarries of Aswan / Granite quarries of the Cataract area,Internal (DS/OUV),,Egypt,Internal (DS/OUV),,Local (Exploited within the Aswan region),Internal (DS/OUV),,,,,"Temples carved out of solid rock escarpment (rock-cut architecture), obelisks, colossi, sanctuary walls",Internal (DS/OUV),,"Richly decorated tombs, relief sculptures/scenes",Internal (DS/OUV),,Ancient Egyptian quarrying and rock-cut techniques (disassembled and reconstructed during relocation),Internal (DS/OUV),,"Affected by wind, temperature change, rains, humidity, bird droppings, and dust",Internal (DS/OUV),,,,,"International UNESCO Campaign (1960–1980): Monuments were disassembled, moved, and reconstructed to save them from Nile flooding",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
90,Abu Mena,Egypt,Yes,Limestone,Limestone,,"The main buildings were constructed with ashlar masonry of limestone set in lime mortar, the columns were usually made of marble and evidence exists of mosaic decoration. || These include limestone, bricks, mortars, marble, the unique overall design, the planning of the Christian Centre, and its completely preserved holy marble settlement.","Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops); nan",Internal (DS/OUV),,4th to 7th centuries AD (A.D. 296 – 7th Century AD),Internal (DS/OUV),,Early Christian / Coptic,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashlar masonry for main buildings / wall construction,Internal (DS/OUV),,"Columns (made of Marble), Mosaics, fine lime plaster",Internal (DS/OUV),,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Internal (DS/OUV),,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation",Internal (DS/OUV),,,,,Ongoing periodic maintenance and active dewatering project to lower underground water table,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,Tier 9: Unflagged,
90,Abu Mena,Egypt,Yes,Marble,Marble,,"The main buildings were constructed with ashlar masonry of limestone set in lime mortar, the columns were usually made of marble and evidence exists of mosaic decoration. || These include limestone, bricks, mortars, marble, the unique overall design, the planning of the Christian Centre, and its completely preserved holy marble settlement.","Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops); nan",Internal (DS/OUV),,4th to 7th centuries AD (A.D. 296 – 7th Century AD),Internal (DS/OUV),,Early Christian / Coptic,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashlar masonry for main buildings / wall construction,Internal (DS/OUV),,"Columns (made of Marble), Mosaics, fine lime plaster",Internal (DS/OUV),,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Internal (DS/OUV),,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation",Internal (DS/OUV),,,,,Ongoing periodic maintenance and active dewatering project to lower underground water table,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,,,,Tier 9: Unflagged,
116,Old Towns of Djenné,Mali,Yes,earth/mud brick,Adobe / Mud Brick,,,Traditional Earthen / Islamic Sub-Saharan (Sudano-Sahelian style featuring verticality and buttresses); nan,Internal (DS/OUV),,"Inhabited since 250 B.C.; current architectural fabric dates from 15th–16th centuries (with Moroccan influences in 1591, Toucouleur in 1862, and Mosque reconstruction in 1906–1907)",Internal (DS/OUV),,Pre-Islamic / Islamic West African (Trans-Saharan trade period),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,,,,Millstone; Scoria,,,,,,"Silt, clay, and alluvial sand (for sun-dried mud bricks / djénné ferey)",Internal (DS/OUV),,,,,,,,,,,"Fine-grained, argillaceous (mud/earth composition)",Internal (DS/OUV),,,,,Local floodplains (toguere) and marshes along the Bani/Niger Rivers,Internal (DS/OUV),,,Internal (DS/OUV),,Local,Internal (DS/OUV),,Very Short (< 5 km from surrounding floodplains),Internal (DS/OUV),,"Load-bearing mud brick walls, monumental pilasters, and vertical buttresses",Internal (DS/OUV),,"Façade relief motifs (potige), ancestral entrance archways, decorative pilasters",Internal (DS/OUV),,Djenné Ferey (traditional cylindrical or rectangular sun-dried mud bricks laid with earthen mortar and plaster),Internal (DS/OUV),,"Leaching, rainwater erosion, gullying from severe seasonal rains and floods",Internal (DS/OUV),,"Earthen plaster re-application (Crépissage), cement/fired bricks (noted as an aesthetic threat/modification)",Internal (DS/OUV),,Annual community plastering ritual (Crépissage de la Grande Mosquée); traditional masonry maintenance by the Barey Guild,Internal (DS/OUV),,Poor,Internal (DS/OUV),,,,,Tier 9: Unflagged,
124,Historic Town of Ouro Preto,Brazil,Yes,Gneiss,Gneiss,,"Although the architecture, paintings, and sculptures are based on underlying models introduced by Portuguese immigrants, the works vary significantly from the contemporary European art, not only with respect to their spatial conception, but in their decorative treatment, in particular the stone sculptures carved on the facades, distinctive for their originality and design and in the combined use of two materials, gneiss and soapstone.","Baroque, Colonial, Vernacular, Traditional; nan",Internal (DS/OUV),,18th Century / 19th Century (founded late 17th century),Internal (DS/OUV),,Portuguese Colonial,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Internal (DS/OUV),,Local (Minas Gerais region),Internal (DS/OUV),,,,,"Bridges, Fountains, Public Buildings, Residences, Churches",Internal (DS/OUV),,"Stone Sculptures on Facades, Decorative Treatment",Internal (DS/OUV),,Combined use of two materials (gneiss and soapstone),Internal (DS/OUV),,,,,,,,Conservation and restoration investments,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
124,Historic Town of Ouro Preto,Brazil,Yes,Soapstone,Soapstone,,"Although the architecture, paintings, and sculptures are based on underlying models introduced by Portuguese immigrants, the works vary significantly from the contemporary European art, not only with respect to their spatial conception, but in their decorative treatment, in particular the stone sculptures carved on the facades, distinctive for their originality and design and in the combined use of two materials, gneiss and soapstone.","Baroque, Colonial, Vernacular, Traditional; nan",Internal (DS/OUV),,18th Century / 19th Century (founded late 17th century),Internal (DS/OUV),,Portuguese Colonial,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Internal (DS/OUV),,Local (Minas Gerais region),Internal (DS/OUV),,,,,"Bridges, Fountains, Public Buildings, Residences, Churches",Internal (DS/OUV),,"Stone Sculptures on Facades, Decorative Treatment",Internal (DS/OUV),,Combined use of two materials (gneiss and soapstone),Internal (DS/OUV),,,,,,,,Conservation and restoration investments,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
129,Maya Site of Copan,Honduras,Yes,Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),Obsidian,,On its western side is a stairway sculptured with figures of jaguars originally inlaid with black obsidian.,"Ruined citadel, imposing public squares, pyramids, terraces, temples, plazas, ball courts, stadium, and residential complexes; nan",Internal (DS/OUV),,"Classic Maya Period (AD 300–900); first population evidence ~1500 B.C., first Maya-Cholan immigration ~100 A.D., dynasty started 427 A.D.",Internal (DS/OUV),,Classic Maya Civilization,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,Black (associated with obsidian),Internal (DS/OUV),,,,,,,,,,,,,,"Imported / Regional movement (Immigration & leaders coming from Petén / Guatemalan Highlands, but specific stone provenance is not stated)",Internal (DS/OUV),,,,,"Pyramids, terraces, temples, plazas, altars, stadium, ball courts, mounds",Internal (DS/OUV),,"Sculptured monoliths and altars; Hieroglyphic Stairway with over 1,800 glyphs; stairway sculptured with jaguar figures",Internal (DS/OUV),,"Paved expanse, level plazas, elevated masses, in situ sculpture and stonework",Internal (DS/OUV),,"River erosion, microflora growth, seismic vulnerability (earthquake damage)",Internal (DS/OUV),,Replicas used in situ for preservation while originals moved to Sculpture Museum,Internal (DS/OUV),,Restoration projects carried out following international standards since 1980,Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
130,Ħal Saflieni Hypogeum,Malta,Yes,Soft globigerina limestone,Limestone,"Ħal Saflieni Hypogeum

The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone.","The plan of the Hypogeum itself is a series of three superimposed levels of chambers cut into soft globigerina limestone, using only chert, flint and obsidian tools and antlers.",Underground cemetery / subterranean 'labyrinth' / rock-cut chambers; nan,Internal (DS/OUV),,"c. 4000 B.C. to 2500 B.C. (Żebbuġ, Ġgantija and Tarxien Phases)",Internal (DS/OUV),,Maltese Prehistory (Neolithic),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Chert, flint, obsidian",Internal (DS/OUV),,"Globigerina limestone, coralline limestone",Internal (DS/OUV),,,,,,,,,,,Red ochre,Internal (DS/OUV),,Soft,,,Red ochre,,,Scooped out of the brow of a hill / hewn entirely out of the natural rock,Internal (DS/OUV),,Malta,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Subterranean levels of chambers, corbelled masonry imitation roofs, trilithon doorway imitations",Internal (DS/OUV),,Spiral and honeycomb painted designs in red ochre,Internal (DS/OUV),,"Rock-cut excavation using chert, flint, obsidian tools and antlers; corbelled masonry",Internal (DS/OUV),,"Fluctuating temperature and relative humidity levels, water infiltration, biological infestations",Internal (DS/OUV),,,,,Acquisition and dismantling of houses directly above the site; light level and visitor number controls,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
130,Ħal Saflieni Hypogeum,Malta,Yes,coralline limestone,Limestone,"Ħal Saflieni Hypogeum

The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone.","The plan of the Hypogeum itself is a series of three superimposed levels of chambers cut into soft globigerina limestone, using only chert, flint and obsidian tools and antlers.",Underground cemetery / subterranean 'labyrinth' / rock-cut chambers; nan,Internal (DS/OUV),,"c. 4000 B.C. to 2500 B.C. (Żebbuġ, Ġgantija and Tarxien Phases)",Internal (DS/OUV),,Maltese Prehistory (Neolithic),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Chert, flint, obsidian",Internal (DS/OUV),,"Globigerina limestone, coralline limestone",Internal (DS/OUV),,,,,,,,,,,Red ochre,Internal (DS/OUV),,Soft,,,Red ochre,,,Scooped out of the brow of a hill / hewn entirely out of the natural rock,Internal (DS/OUV),,Malta,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Subterranean levels of chambers, corbelled masonry imitation roofs, trilithon doorway imitations",Internal (DS/OUV),,Spiral and honeycomb painted designs in red ochre,Internal (DS/OUV),,"Rock-cut excavation using chert, flint, obsidian tools and antlers; corbelled masonry",Internal (DS/OUV),,"Fluctuating temperature and relative humidity levels, water infiltration, biological infestations",Internal (DS/OUV),,,,,Acquisition and dismantling of houses directly above the site; light level and visitor number controls,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
132,Megalithic Temples of Malta,Malta,Yes,Coralline limestone,Limestone,,They used hard coralline limestone for external walls and the softer globigerina limestone for the more sheltered interiors and decorated elements.,Prehistoric monumental buildings / Megalithic temples; nan,Internal (DS/OUV),,4th millennium BC and 3rd millennium BC,Internal (DS/OUV),,indigenous Neolithic civilization,External,,,Internal (DS/OUV),,,,Sedimentary Rock,,,,,,,,,"Hard coralline limestone, Soft globigerina limestone",,,,,,,,,,,,,,,,,,,,,,,,Locally available stone,Internal (DS/OUV),,,,,"External walls, sheltered interiors, orthostats (upright stone slabs), horizontal blocks, paved courts, corbelled roofs, horizontal beams",Internal (DS/OUV),,"Decorated features, panels decorated with drilled holes, bas-relief panels depicting spiral motifs, trees, plants, and animals",Internal (DS/OUV),,Megalithic masonry; upright stone slabs (orthostats) surmounted by horizontal blocks; corbelled roofing; external walls constructed in larger blocks set alternately face out and edge out with space between inner/outer walls filled with stones and earth,Internal (DS/OUV),,"Material and structural deterioration, erosion by natural and human causes, weathering",Internal (DS/OUV),,Cement (used for capping surviving blocks during historic restoration),Internal (DS/OUV),,"Moving decorated blocks indoors; capping surviving blocks with cement; lightweight, removable protective shelters/covers implemented",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
132,Megalithic Temples of Malta,Malta,Yes,Globigerina limestone,Limestone,,They used hard coralline limestone for external walls and the softer globigerina limestone for the more sheltered interiors and decorated elements.,Prehistoric monumental buildings / Megalithic temples; nan,Internal (DS/OUV),,4th millennium BC and 3rd millennium BC,Internal (DS/OUV),,indigenous Neolithic civilization,External,,,Internal (DS/OUV),,,,Sedimentary Rock,,,,,,,,,"Hard coralline limestone, Soft globigerina limestone",,,,,,,,,,,,,,,,,,,,,,,,Locally available stone,Internal (DS/OUV),,,,,"External walls, sheltered interiors, orthostats (upright stone slabs), horizontal blocks, paved courts, corbelled roofs, horizontal beams",Internal (DS/OUV),,"Decorated features, panels decorated with drilled holes, bas-relief panels depicting spiral motifs, trees, plants, and animals",Internal (DS/OUV),,Megalithic masonry; upright stone slabs (orthostats) surmounted by horizontal blocks; corbelled roofing; external walls constructed in larger blocks set alternately face out and edge out with space between inner/outer walls filled with stones and earth,Internal (DS/OUV),,"Material and structural deterioration, erosion by natural and human causes, weathering",Internal (DS/OUV),,Cement (used for capping surviving blocks during historic restoration),Internal (DS/OUV),,"Moving decorated blocks indoors; capping surviving blocks with cement; lightweight, removable protective shelters/covers implemented",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,Yes,Coral Stone,Coral Stone,,"The ruins of Songo Mnara, at the northern end of the island, consist of the remains of five mosques, a palace complex, and some thirty-three domestic dwellings constructed of coral stones and wood within enclosing walls. || Authenticity

The ability of the islands to continue to express truthfully their values has been maintained in terms of design and materials due to limited consolidation of the structures using coral stone and other appropriate materials, but is vulnerable, particularly on Kilwa Kisiwani to urban encroachment and coastal damage as these threaten the ability to understand the overall layout of the mediaeval port city.","Architectural, Building, Design, Layout, Monument, Plan, Structure; nan",,,9th to 19th century (peak prosperity 13th–14th century),Internal (DS/OUV),,Swahili coastal culture / Islamic East Africa,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (coral stone) / Imported (carnelians traded via Indian Ocean),Internal (DS/OUV),,,,,"Built of coral and lime mortar (Great Mosque, domes, vaults, Husuni Kubwa palace, Gereza fort, domestic dwellings, enclosing walls)",Internal (DS/OUV),,"Embedded Chinese porcelain in domes/vaults; carnelians, perfumes, Persian faience",Internal (DS/OUV),,Coral stone bonded with lime mortar,Internal (DS/OUV),,"Subject to invasion by vegetation, inundation by the sea, climate change impact (wave action, beach erosion)",Internal (DS/OUV),,Coral stone (used for consolidation during conservation),Internal (DS/OUV),,Limited consolidation using coral stone and appropriate materials; ongoing conservation programme,Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,Yes,Coral,Coral Stone,,"The substantial standing ruins, built of coral and lime mortar, include the Great Mosque constructed in the 11th century and considerably enlarged in the 13th century, and roofed entirely with domes and vaults, some decorated with embedded Chinese porcelain; the palace Husuni Kubwa built between c1310 and 1333 with its large octagonal bathing pool; Husuni Ndogo, numerous mosques, the Gereza (prison) constructed on the ruins of the Portuguese fort and an entire urban complex with houses, public squares, burial grounds, etc. || The ruins of Songo Mnara, at the northern end of the island, consist of the remains of five mosques, a palace complex, and some thirty-three domestic dwellings constructed of coral stones and wood within enclosing walls. || Authenticity

The ability of the islands to continue to express truthfully their values has been maintained in terms of design and materials due to limited consolidation of the structures using coral stone and other appropriate materials, but is vulnerable, particularly on Kilwa Kisiwani to urban encroachment and coastal damage as these threaten the ability to understand the overall layout of the mediaeval port city.","Architectural, Building, Design, Layout, Monument, Plan, Structure; nan",,,9th to 19th century (peak prosperity 13th–14th century),Internal (DS/OUV),,Swahili coastal culture / Islamic East Africa,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (coral stone) / Imported (carnelians traded via Indian Ocean),Internal (DS/OUV),,,,,"Built of coral and lime mortar (Great Mosque, domes, vaults, Husuni Kubwa palace, Gereza fort, domestic dwellings, enclosing walls)",Internal (DS/OUV),,"Embedded Chinese porcelain in domes/vaults; carnelians, perfumes, Persian faience",Internal (DS/OUV),,Coral stone bonded with lime mortar,Internal (DS/OUV),,"Subject to invasion by vegetation, inundation by the sea, climate change impact (wave action, beach erosion)",Internal (DS/OUV),,Coral stone (used for consolidation during conservation),Internal (DS/OUV),,Limited consolidation using coral stone and appropriate materials; ongoing conservation programme,Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
