Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
124,Historic Town of Ouro Preto,Brazil,Yes,"Gneiss, Soapstone","Baroque, Colonial, Vernacular, Traditional; nan",Internal (DS/OUV),,18th Century / 19th Century (founded late 17th century),Internal (DS/OUV),,Portuguese Colonial,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Internal (DS/OUV),,Local (Minas Gerais region),Internal (DS/OUV),,,,,"Bridges, Fountains, Public Buildings, Residences, Churches",Internal (DS/OUV),,"Stone Sculptures on Facades, Decorative Treatment",Internal (DS/OUV),,Combined use of two materials (gneiss and soapstone),Internal (DS/OUV),,,,,,,,Conservation and restoration investments,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
129,Maya Site of Copan,Honduras,Yes,Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),"Ruined citadel, imposing public squares, pyramids, terraces, temples, plazas, ball courts, stadium, and residential complexes; nan",Internal (DS/OUV),,"Classic Maya Period (AD 300–900); first population evidence ~1500 B.C., first Maya-Cholan immigration ~100 A.D., dynasty started 427 A.D.",Internal (DS/OUV),,Classic Maya Civilization,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,Black (associated with obsidian),Internal (DS/OUV),,,,,,,,,,,,,,"Imported / Regional movement (Immigration & leaders coming from Petén / Guatemalan Highlands, but specific stone provenance is not stated)",Internal (DS/OUV),,,,,"Pyramids, terraces, temples, plazas, altars, stadium, ball courts, mounds",Internal (DS/OUV),,"Sculptured monoliths and altars; Hieroglyphic Stairway with over 1,800 glyphs; stairway sculptured with jaguar figures",Internal (DS/OUV),,"Paved expanse, level plazas, elevated masses, in situ sculpture and stonework",Internal (DS/OUV),,"River erosion, microflora growth, seismic vulnerability (earthquake damage)",Internal (DS/OUV),,Replicas used in situ for preservation while originals moved to Sculpture Museum,Internal (DS/OUV),,Restoration projects carried out following international standards since 1980,Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
130,Ħal Saflieni Hypogeum,Malta,Yes,"Soft globigerina limestone, coralline limestone",Underground cemetery / subterranean 'labyrinth' / rock-cut chambers; nan,Internal (DS/OUV),,"c. 4000 B.C. to 2500 B.C. (Żebbuġ, Ġgantija and Tarxien Phases)",Internal (DS/OUV),,Maltese Prehistory (Neolithic),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Chert, flint, obsidian",Internal (DS/OUV),,"Globigerina limestone, coralline limestone",Internal (DS/OUV),,,,,,,,,,,Red ochre,Internal (DS/OUV),,Soft,,,Red ochre,,,Scooped out of the brow of a hill / hewn entirely out of the natural rock,Internal (DS/OUV),,Malta,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Subterranean levels of chambers, corbelled masonry imitation roofs, trilithon doorway imitations",Internal (DS/OUV),,Spiral and honeycomb painted designs in red ochre,Internal (DS/OUV),,"Rock-cut excavation using chert, flint, obsidian tools and antlers; corbelled masonry",Internal (DS/OUV),,"Fluctuating temperature and relative humidity levels, water infiltration, biological infestations",Internal (DS/OUV),,,,,Acquisition and dismantling of houses directly above the site; light level and visitor number controls,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
132,Megalithic Temples of Malta,Malta,Yes,"Coralline limestone, Globigerina limestone",Prehistoric monumental buildings / Megalithic temples; nan,Internal (DS/OUV),,4th millennium BC and 3rd millennium BC,Internal (DS/OUV),,indigenous Neolithic civilization,External,,,Internal (DS/OUV),,,,Sedimentary Rock,,,,,,,,,"Hard coralline limestone, Soft globigerina limestone",,,,,,,,,,,,,,,,,,,,,,,,Locally available stone,Internal (DS/OUV),,,,,"External walls, sheltered interiors, orthostats (upright stone slabs), horizontal blocks, paved courts, corbelled roofs, horizontal beams",Internal (DS/OUV),,"Decorated features, panels decorated with drilled holes, bas-relief panels depicting spiral motifs, trees, plants, and animals",Internal (DS/OUV),,Megalithic masonry; upright stone slabs (orthostats) surmounted by horizontal blocks; corbelled roofing; external walls constructed in larger blocks set alternately face out and edge out with space between inner/outer walls filled with stones and earth,Internal (DS/OUV),,"Material and structural deterioration, erosion by natural and human causes, weathering",Internal (DS/OUV),,Cement (used for capping surviving blocks during historic restoration),Internal (DS/OUV),,"Moving decorated blocks indoors; capping surviving blocks with cement; lightweight, removable protective shelters/covers implemented",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,Yes,"Coral Stone, Coral, Carnelian","Architectural, Building, Design, Layout, Monument, Plan, Structure; nan",,,9th to 19th century (peak prosperity 13th–14th century),Internal (DS/OUV),,Swahili coastal culture / Islamic East Africa,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (coral stone) / Imported (carnelians traded via Indian Ocean),Internal (DS/OUV),,,,,"Built of coral and lime mortar (Great Mosque, domes, vaults, Husuni Kubwa palace, Gereza fort, domestic dwellings, enclosing walls)",Internal (DS/OUV),,"Embedded Chinese porcelain in domes/vaults; carnelians, perfumes, Persian faience",Internal (DS/OUV),,Coral stone bonded with lime mortar,Internal (DS/OUV),,"Subject to invasion by vegetation, inundation by the sea, climate change impact (wave action, beach erosion)",Internal (DS/OUV),,Coral stone (used for consolidation during conservation),Internal (DS/OUV),,Limited consolidation using coral stone and appropriate materials; ongoing conservation programme,Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
149,Archaeological Park and Ruins of Quirigua,Guatemala,Yes,Sandstone,"Pyramids, terraces, staircases, dwellings, royal residence, administrative centre; nan",Internal (DS/OUV),,200 AD – 900 AD (Monuments carved 426 AD – 810 AD; major 8th-century remodelling),Internal (DS/OUV),,Maya (Mayan),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Jade (mentioned in context of trade route control),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyramids, terraces, staircases, plazas",,,"Monolithic stelae, carved altars, sculpted calendars, zoomorphic & anthropomorphic sculptures",Internal (DS/OUV),,"Carved in sandstone without the use of metal tools; high relief (""School of Motagua"" style)",Internal (DS/OUV),,"Damage caused by environmental factors, flooding (1998, 2010), and proximity to Motagua River and geological fault",Internal (DS/OUV),,,,,Minimal conservation interventions; new shelter facilities and designs developed for individual monument protection,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
171,Fort and Shalamar Gardens in Lahore,Pakistan,Yes,"Red Sandstone, White Marble",Fortified Palace & Water Garden Enclosure Complex; nan,Internal (DS/OUV),,16th – 17th Century (Akbar 1542–1605 through Shah Jahan 1627–1658; Shalamar Gardens completed 1641–1642),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,"Semi-precious stones (pietra dura / inlay), Glass mosaics, Gilt",Internal (DS/OUV),,,,,,,,,,,,,,"Red/Terracotta (Sandstone); Pure White, Milky White, Grey/Pink Streaked (Marble)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Baked brick masonry core with red sandstone courses, enclosing walls, gateways, bastions, and supporting pillars/pavilions",Internal (DS/OUV),,"Luxurious marble palaces, screens, inlay of semi-precious stones (pietra dura), glass mosaics (Shish Mahal), gilt, and zoomorphic corbels",Internal (DS/OUV),,"Ashlar stone cladding over baked brick, carved stone lattice (jaali) screens, corbelled brackets, and stone inlay/pietra dura",Internal (DS/OUV),,"Deterioration of hydraulic systems, moisture-induced micro-cracking, thermo-hygric expansion/bowing in marble, atmospheric pollution decay",Internal (DS/OUV),,Traditional lime mortar and matching red sandstone/marble matching historical composition during controlled restoration,Internal (DS/OUV),,Traditional lime mortar and matching red sandstone/marble matching historical composition during controlled restoration,Internal (DS/OUV),,Moderate,,,"1. Makrana Marble: A Popular Heritage Stone Resource
2. The Art of Pietra-dura during the 17th Century Mughal Era
3. Conservation Challenges and Emerging Trends in Pakistan",,,Tier 9: Unflagged,
173,Stone Town of Zanzibar,United Republic of Tanzania,Yes,"Coralline ragstone, Coral stone","a complex fusion of Swahili, Arab, Indian, and European influences; nan",Internal (DS/OUV),,18th and 19th centuries,Internal (DS/OUV),,Swahili / Coastal East African,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Laterite,Internal (DS/OUV),,Coral rag / Nyumba za mawe material,External,"Salum, Salum & Chami, Maximilian. (2026). Reclaiming Darajani Creek: colonial sanitation, urban transformation, conservation and heritage memory in Stone Town of Zanzibar, a UNESCO World Heritage Site. Built Heritage. 10. 10.1186/s43238-026-00265-9.",Na,,,,,,,,,,,,,,,,,,Local coastal coral reef exposures and shallow borrow pits / quarries across Unguja Island,External,"Salum, Salum & Chami, Maximilian. (2026). Reclaiming Darajani Creek: colonial sanitation, urban transformation, conservation and heritage memory in Stone Town of Zanzibar, a UNESCO World Heritage Site. Built Heritage. 10. 10.1186/s43238-026-00265-9.",United Republic of Tanzania (Zanzibar / Unguja),Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Primary load-bearing masonry walls for two-storey mansions, palaces, forts, and residential buildings",Internal (DS/OUV),,"Carved wooden doors, verandahs, and lime-plaster mouldings",Internal (DS/OUV),,"Coral ragstone set in thick lime mortar, encased in lime plaster and wash",Internal (DS/OUV),,"Salt aerosol attack, high atmospheric humidity, tropical moisture, and rainfall deterioration",Internal (DS/OUV),,Locally sourced coral ragstone and traditional lime mortars,Internal (DS/OUV),,Guided by the Stone Town Conservation and Development Authority (STCDA) Master Plan (1994) and Management Plan (2007) using traditional skills and materials,Internal (DS/OUV),,Moderate,,,"World Bank - Michenzani Green Corridor HIA Report

Limestone Resources of Tanzania: Geological Overview

Reclaiming Darajani Creek (Built Heritage / ResearchGate)",,,Tier 9: Unflagged,
174,Historic Centre of Florence,Italy,Yes,"Pietra Forte, Pietra Serena","Renaissance, Gothic, Romanesque, Medieval, Roman; nan",Internal (DS/OUV),,13th–17th Century (with ancient Roman foundation from 59 BC),Internal (DS/OUV),,Florentine / Italian Renaissance & Etruscan/Roman,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,"Carrara Marble, Marmo di Corylo, Rosso di Cotto",Internal (DS/OUV),,"Pietra Forte, Pietra Serena",Internal (DS/OUV),,Turbiditic silicic-carbonate sandstone (Pietra Forte); Feldspathic greywacke sandstone (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Upper Cretaceous (Pietra Forte); Upper Oligocene–Lower Miocene (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Pietraforte Formation (Ligurian Domain); Macigno Formation (Tuscan Nappe),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,Yellowish-brown/ochraceous (Pietra Forte); Cerulean/greyish-blue (Pietra Serena),External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Fine-to-medium grained, graded bedding",External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Quartz, Feldspars (Plagioclase), Micas, Calcite, Dolomite fragments",External,https://www.researchgate.net/publication/347198129_Pietraforte_the_Florentine_building_material_from_the_Middle_Ages_to_contemporary_architecture,"Boboli Hill Quarries, Costa San Giorgio (Pietra Forte); Fiesole & Monte Ceceri Quarries (Pietra Serena); Apuan Alps / Carrara (Marble)",External,https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/stones.pdf,Italy,Internal (DS/OUV),,Local (Pietra Forte & Pietra Serena); Regional Import (Carrara Marble),Internal (DS/OUV),,Local (< 5–10 km for sandstones); ~100 km (for Carrara Marble),External,https://www.isprambiente.gov.it/it/pubblicazioni/periodici-tecnici/memorie-descrittive-della-carta-geologica-ditalia/stones.pdf,"Fortified walls, palaces, bridges, structural pillars, foundations, exterior load-bearing masonry",Internal (DS/OUV),,"Interior pilasters, cornices, door/window frames, statues, facades, plasterwork, frescoes",Internal (DS/OUV),,"Rustication (ashlar), cobblestone paving, traditional Florentine stone masonry",Internal (DS/OUV),,"Exfoliation, atmospheric pollution degradation, humidity erosion, flood risk",Internal (DS/OUV),,,,,"Ongoing urban restoration, 2006 Management Plan, emergency flood risk measures",Internal (DS/OUV),,Good,Internal (DS/OUV),,"Webpage (Uploaded Document)	
1. UNESCO Official Dossier


2. Pietraforte Sandstone Research Study


3. ISPRA Geological Survey of Italian Stones",,,Tier 9: Unflagged,
183,Archaeological Site of Leptis Magna,Libya,Yes,Marble,"Architectural, Building, Monument, Monumental, Neo-Classical, Structure; nan",Internal (DS/OUV),,Phoenicians (7th century BCE); Roman Empire expansion; Severan emperors (3rd century CE),Internal (DS/OUV),,"Phoenician, Punic, Roman, Greek, Hellenistic",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,Marble,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Imported / Aegean influence (* Aegean craftsmanship noted on marble decorations *),Internal (DS/OUV),,,,,"Amphitheatre, Arch, Basilica, Bath, Capital, Gate, Pillar, Temple, Theatre",Internal (DS/OUV),,Marble decorations on pillars in the Severan Basilica and on the Arch of Severus,Internal (DS/OUV),,,,,Covered by wind-blown sand from interior (protected for 800 years); vegetal encroachment (needs monitoring),Internal (DS/OUV),,,,,"Consolidation, restoration, maintenance, and minor reconstruction carried out in the first half of the 20th century",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
194,Timgad,Algeria,Yes,"Limestone, Marble","Roman town planning / Roman military colony / Defensive system, public conveniences, spectacles, religious complex; nan",Internal (DS/OUV),,Founded 100 A.D. (Trajan period); expansions in Severan period; modifications in Byzantine period (539 A.D.),Internal (DS/OUV),,Roman / Byzantine,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Local (Inferred for limestone); Precious marbles absent (mosaics used to offset absence),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire buildings constructed of stone; streets paved with large rectangular limestone slabs; reused blocks in Byzantine fortress,Internal (DS/OUV),,Sumptuous mosaics (offsetting absence of precious marbles),Internal (DS/OUV),,Orthogonal block / Ashlar / Reused Roman blocks in later Byzantine fortification,Internal (DS/OUV),,"Fragile structures affected by climbing, trampling, graffiti, and vehicle pressure during annual cultural festivals",Internal (DS/OUV),,,,,Reused blocks removed from Roman monuments for Byzantine fortress (539 AD); restoration along with ongoing excavations (1881–1960),Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
202,Ancient City of Sigiriya,Sri Lanka,Yes,Granite,rock art; nan,,,477–495,Internal (DS/OUV),,"NA (King Kassapa I is mentioned, but no specific civilization)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),," Bricks, Plaster",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used as a foundational peak (180m high) and for a gigantic lion structure (galleries/staircases emerging from mouth).,Internal (DS/OUV),,,,,Constructed of bricks and plaster,Internal (DS/OUV),,,,,,,,,,,,,,,,,Tier 9: Unflagged,
231,Red Fort Complex,India,Yes,Red sandstone,"Fort, Palace (Islamic, Persian, Timurid, and Hindu traditions; Mughal Architecture); nan",Internal (DS/OUV),,"1546 (Salimgarh), 1526 AD (Mughal initiated), Shah Jahan era",Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massive enclosing walls,Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
232,"Humayun's Tomb, Delhi",India,Yes,"Red Sandstone, White Marble",Garden-Tomb / Dynastic Mausoleum (Mughal / Indo-Islamic Architecture); nan,Internal (DS/OUV),,1560s–1570 (1562 to 1571 CE),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,Black Marble (used for inlay/borders),Internal (DS/OUV),,Delhi Quartzite (used in core/structural masonry underpinning red sandstone cladding),External,Peer-Reviewed Literature / ASI Conservation Reports,,,,,,,,,,"Red, White, Black",Internal (DS/OUV),,,,,,,,,,,,Internal (DS/OUV),,,,,,,,"High terraced platform with vaulted cells, core masonry walls, double dome superstructure",Internal (DS/OUV),,"Cladding in red sandstone, white marble double-dome, black and white marble inlaid borders, stone screens (jalis), glazed ceramic tiles on chhatris",Internal (DS/OUV),,"Dressed stone masonry with ashlar cladding, tie-bars, and lime mortar joining; marble inlay (Pietra Dura precursor)",Internal (DS/OUV),,,,,Traditional red sandstone and white marble matching original quarry characteristics,Internal (DS/OUV),,"Removal of 20th-century cement/concrete layers and replacement with traditional lime mortar, lime concrete, and reset original stone paving (AKTC / ASI Project)",Internal (DS/OUV),,Good,Internal (DS/OUV),,"ICOMOS Evaluation, Aga Khan Trust for Culture (AKTC) Conservation Reports, 
Peer-Reviewed Scientific Studies (Lowry, 1986; Naik et al., 2024; Kumar, 2026)",,,Tier 9: Unflagged,
233,"Qutb Minar and its Monuments, Delhi",India,Yes,"Red Sandstone, Buff Sandstone","Architectural, Masonry, Monument, Mughal, Islamic, Funerary, Religious; nan",Internal (DS/OUV),,Early 13th century (1199–1503; major expansions in 1311),Internal (DS/OUV),,"Indo-Muslim / Islamic (Ghurid clans, Slave/Mamluk Dynasty, Khilji Dynasty, Mughal era influence)",Internal (DS/OUV),,,,,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,"Red, Buff",Internal (DS/OUV),,Fluted (architectural surface/carved),,,,,,,,,,,,Reused materials from ~20 local Brahman temples,Internal (DS/OUV),,,,,"Masonry tower, arches, minarets, arcades, ceremonial gateway, tomb chamber",Internal (DS/OUV),,"Carved inscriptional bands, arabesque patterns, geometrical patterns, carved pillars, cladding",Internal (DS/OUV),,"Angular and rounded fluted masonry, ashlar masonry with carved bands",Internal (DS/OUV),,,,,,,,Periodically undertaken reversible repairs respecting original construction systems,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
240,Khajuraho Group of Monuments,India,Yes,Sandstone,Nagara-style temple architecture; nan,Internal (DS/OUV),,10th and 11th centuries CE (950–1050 CE),Internal (DS/OUV),,Chandella dynasty,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elevated terraced platform (jagati), body (jangha), sanctum (garbhagriha), main hall (mandapa), entrance porch (ardhamandapa), vestibule (antarala), tower (shikhara), spires",Internal (DS/OUV),,"Sculpted surfaces depicting sacred/secular themes, anthropomorphic and non-anthropomorphic motifs, deities, amorous couples, dancers, and musicians",Internal (DS/OUV),,,,,Vibrations and dust particles from the nearby Khajuraho Airport identified as potential threats,Internal (DS/OUV),,,,,Managed under the Ancient Monuments and Archaeological Sites and Remains (AMASR) Act,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
241,Group of Monuments at Hampi,India,Yes,Granite,"Dravidian Architecture (Temples, Gopurams, Mandapas) and Indo-Islamic Architecture (Secular buildings like Queen's Bath and Elephant Stables).; nan",Internal (DS/OUV),,"14th to 16th Century CE (Vijayanagara Empire, 1336–1565 CE; building activity spanning over 200 years).",Internal (DS/OUV),,Vijayanagara Empire (The last great Hindu Kingdom of South India).,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,Local Granite / Closepet Granite,,,,,,,,,,,,,,,,,,,,,India,Internal (DS/OUV),,"Local (""constructed from local granite"", ""utilizing locally available material"")",Internal (DS/OUV),,,Internal (DS/OUV),,"Fortification walls, temple complexes, pillared halls (Mandapas), shrines, entrance towers (Gopurams), ceremonial pavilions, heavy roof slabs, stone chariot (granite ratha), stepped tanks (Pushkarani), bridges, and water channels.",Internal (DS/OUV),,"Intricately carved stone chariot (Vittala Temple), ornate decorated pillars, relief sculptures, carved entrance gopurams, and sculpted lintels/capitals.",Internal (DS/OUV),,"Post-and-lintel system, lantern-roofed construction, dry-stone masonry with paper joints (rubble core for fortification walls), brick-and-lime mortar superstructures (for Gopuras), and heavy granite roof slabs sealed with lime mortar waterproofing.",Internal (DS/OUV),,,,,,,,"Ongoing conservation and preservation by the Archaeological Survey of India (ASI) and Department of Archaeology and Museums (DAM), guided by the Integrated Management Plan (IMP) and Hampi World Heritage Area Management Authority (HWHAMA).",Internal (DS/OUV),,Good,,,Official ICOMOS Evaluation & UNESCO Dossier Documents,,,Tier 9: Unflagged,
243,Ellora Caves,India,Yes,Basalt,"Rock-cut architecture (Viharas/Monasteries, Chaityagriha/Sanctuary, and Monolithic Temples); nan",Internal (DS/OUV),,"5th century to 12th century A.D. (Three phases: Buddhist 5th–8th c., Brahmanical 7th–10th c., Jaina 9th–12th c.)",Internal (DS/OUV),,"Ancient India (Buddhism, Brahmanism/Hinduism, and Jainism)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,,,Igneous Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,Direct in-situ rock excavation (Charanandri Hills / Basalt Cliff),Internal (DS/OUV),,India,Internal (DS/OUV),,Local (in-situ monolithic excavation),Internal (DS/OUV),,,,,"Excavated sanctuaries, pillared halls (mandapas), rock-cut monolithic temples, monasteries (viharas)",Internal (DS/OUV),,"Sculptured compositions, high plastic quality relief carvings, and ceiling paintings",Internal (DS/OUV),,Rock-cut monolithic excavation (dug directly into the cliff side),Internal (DS/OUV),,Seepage and cracking in the caves,Internal (DS/OUV),,,,,"Comprehensive Conservation Management Plan implementation, condition survey",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
