unesco_id,site_name,category,region,country,latitude,longitude,brief_description,ouv_statement,criteria,confidence_v2,score_v2,stone_count_v2,stone_types_found_v2,stone_geological_class_v2,named_trade_stones_v2,decorative_minerals_v2,construction_terms_v2,architectural_elements_v2,matched_title_terms_v2,matched_categories_v2,unesco_url
1536,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Cultural,Europe and North America,Denmark,,,"Kujataa is a subarctic farming landscape located in the southern region of Greenland. It bears witness to the cultural histories of the Norse farmer-hunters who started arriving from Iceland in the 10th century and of the Inuit hunters and Inuit farming communities that developed from the end of the 18th century. Despite their differences, the two cultures, European Norse and Inuit, created a cultural landscape based on farming, grazing and marine mammal hunting. The landscape represents the earliest introduction of farming to the Arctic, and the Norse expansion of settlement beyond Europe.",,(v),NONE,0,0,,,,,,base,,,https://whc.unesco.org/en/list/1536
902,Historic Centre of Sighişoara,Cultural,Europe and North America,Romania,,,"Founded by German craftsmen and merchants known as the Saxons of Transylvania, Sighişoara is a fine example of a small, fortified medieval town which played an important strategic and commercial role on the fringes of central Europe for several centuries.","Criterion (iii): Sighisoara is an outstanding testimony to the culture of the Transylvanian Saxons, a culture that is coming to a close after 850 years and will continue to exist only through its architectural and urban monuments.
Criterion (v): Sighisoara is an outstanding example of a small fortified city in the border region between the Latin-oriented culture of central Europe and the Byzantine-Orthodox culture of south-eastern Europe. The apparently unstoppable process of emigration by the Saxons, the social stratum which had formed and upheld the cultural traditions of the region, threatens the survival of their architectural heritage as well.",(iii)(v),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/902
1591,"Getbol, Korean Tidal Flats",Natural,Asia and the Pacific,Republic of Korea,,,"The property comprises a diverse system of tidal flat ecosystems along the southwestern, southern, and western coasts of the Republic of Korea in the eastern Yellow Sea. This extension enlarged the existing serial property through the inclusion of new component parts, further representing the diversity of estuarine, open-coast, archipelagic, and semi-enclosed tidal flats. Shaped by a complex combination of geological, oceanographic, and climatic conditions, the property contains a variety of geomorphological features, including sand spits, cheniers, tidal channels, tidal gullies, and numerous islands. These highly productive ecosystems support complex ecological communities, an exceptionally high diversity of tidal-flat invertebrates, and critical habitats for migratory birds, as well as endemic and threatened species.",,(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1591
1740,Petroglyphs along the Bangucheon Stream,Cultural,Asia and the Pacific,Republic of Korea,,,"The property is located along the Bangucheon Stream on the Republic of Korea’s southeastern coast, spanning about three kilometers through a landscape of stratified cliffs. It features two significant rock art sites: the Daegok-ri and Cheonjeon-ri Petroglyphs. These panels contain dense concentrations of engravings created by successive generations from 5,000 BCE to the 9th century CE. Carved using stone and metal tools, the petroglyphs depict a wide range of imagery and reflect both prehistoric and historic cultural expressions.",,(i)(iii),NONE,0,0,,,,,,,,Criterion_i,https://whc.unesco.org/en/list/1740
1666,Gaya Tumuli,Cultural,Asia and the Pacific,Republic of Korea,,,"This serial property includes archaeological cemetery sites with burial mounds attributed to the Gaya Confederacy, which developed in the southern part of the Korean Peninsula from the 1st to the 6th century CE. Through their geographical distribution and landscape characteristics, types of burials, and grave goods, the cemeteries attest to the distinctive Gaya political system in which polities existed as autonomous political equals while sharing cultural commonalities. The introduction of new forms of tombs and the intensification of the spatial hierarchy in the tumuli sites reflect the structural changes experienced by Gaya society during its history.",,(iii),NONE,0,0,,,,,,tomb,,,https://whc.unesco.org/en/list/1666
1434,Chaîne des Puys - Limagne fault tectonic arena,Natural,Europe and North America,France,,,"Situated in the centre of France, the property comprises the long Limagne fault, the alignments of the Chaîne des Puys volcanoes and the inverted relief of the Montagne de la Serre. It is an emblematic segment of the West European Rift, created in the aftermath of the formation of the Alps, 35 million years ago. The geological features of the property demonstrate how the continental crust cracks, then collapses, allowing deep magma to rise and cause uplifting at the surface. The property is an exceptional illustration of continental break-up – or rifting – which is one of the five major stages of plate tectonics.",,(viii),NONE,0,0,,,,,,arena,,,https://whc.unesco.org/en/list/1434
1498,"Seowon, Korean Neo-Confucian Academies",Cultural,Asia and the Pacific,Republic of Korea,,,"The property is located in central and southern parts of the Republic of Korea, and comprises nine seowon, representing a type of Neo-Confucian academy of the Joseon dynasty (15th -19th centuries CE). Learning, veneration of scholars and interaction with the environment were the essential functions of the seowons, expressed in their design. Situated near mountains and water sources, they favoured the appreciation of nature and cultivation of mind and body. The pavilion-style buildings were intended to facilitate connections to the landscape. The seowons illustrate a historical process in which Neo-Confucianism from China was adapted to Korean conditions.",,(iii),NONE,0,0,,,,,,pavilion,,,https://whc.unesco.org/en/list/1498
1657,Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,Natural,Europe and North America,France,,,"The global significance of Mount Pelée and Pitons du Carbet is based on its representation of volcanic processes and forest types. The 1902 eruption is considered the deadliest volcanic event of the 20th century, and a worldwide reference for the history of volcanology. All the forest types and the diversity of endemic plants of the Lesser Antilles are represented in the serial property, within forest continuums ranging from the seashore to the volcanic summits. The property is home to globally threatened species such as the Martinique Volcano Frog (Allobates chalcopis) and the Martinique Oriole (Icterus bonana), two strict endemics.",,(viii)(x),NONE,0,0,,,,,,base,,,https://whc.unesco.org/en/list/1657
1707,Te Henua Enata – The Marquesas Islands,Mixed,Europe and North America,France,,,"Located in the South Pacific Ocean, this mixed serial property bears an exceptional testimony to the territorial occupation of the Marquesas archipelago by a human civilisation that arrived by sea around the year 1000 CE and developed on these isolated islands between the 10th and the 19th centuries. It is also a hotspot of biodiversity that combines irreplaceable and exceptionally well conserved marine and terrestrial ecosystems. Marked by sharp ridges, impressive peaks and cliffs rising abruptly above the ocean, the landscapes of the archipelago are unparalleled in these tropical latitudes. The archipelago is a major centre of endemism, home to rare and diverse flora, a diversity of emblematic marine species, and one of the most diverse seabird assemblages in the South Pacific. Virtually free from human exploitation, Marquesan waters are among the world’s last marine wilderness areas. The property also includes archaeological sites ranging from monumental dry-stone structures to lithic sculptures and engravings.",,(iii)(vi)(vii)(ix)(x),NONE,0,0,,,,,dry stone,,,,https://whc.unesco.org/en/list/1707
977,"Gochang, Hwasun and Ganghwa Dolmen Sites",Cultural,Asia and the Pacific,Republic of Korea,,,"The prehistoric cemeteries at Gochang, Hwasun, and Ganghwa contain many hundreds of examples of dolmens - tombs from the 1st millennium BC constructed of large stone slabs. They form part of the Megalithic culture, found in many parts of the world, but nowhere in such a concentrated form.","Criterion (iii) The global prehistoric technological and social phenomenon that resulted in the appearance in the 2nd and 3rd millennia BCE of funerary and ritual monuments constructed of large stones (the ""Megalithic Culture"") is nowhere more vividly illustrated than in the dolmen cemeteries of Gochang, Hwasun, and Ganghwa.",(iii),NONE,0,0,,,,,megalithic,tomb,,,https://whc.unesco.org/en/list/977
1603,French Austral Lands and Seas,Natural,Europe and North America,France,,,"The French Austral Lands and Seas comprise the largest of the rare emerged landmasses in the southern Indian Ocean: the Crozet Archipelago, the Kerguelen Islands, Saint-Paul and Amsterdam Islands as well as 60 small sub-Antarctic islands. This ‘oasis’ in the middle of the Southern Ocean covers an area of more than 166 million ha and supports one of the highest concentrations of birds and marine mammals in the world. In particular, it has the largest population of King Penguins and Yellow-nosed albatrosses in the world. The remoteness of these islands from centres of human activity makes them extremely well-preserved showcases of biological evolution and a unique terrain for scientific research.",,(vii)(ix)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1603
1581,"Beaches of the D-Day Landings, Normandy, 1944",Cultural,Europe and North America,France,,,"The serial property comprises six component parts along approximately 80 km of the Normandy coastline, encompassing Utah, Omaha, Gold, Juno, and Sword Beaches, as well as Pointe du Hoc. These sites are directly associated with the Allied landings of 6 June 1944, the opening phase of Operation Overlord, which marked the beginning of the liberation of Western Europe from Nazi occupation during the Second World War. The property preserves significant remains of the German Atlantic Wall, including casemates, artillery batteries, fire‑control posts, and resistance nests, alongside battlefield traces, original wartime equipment, and major commemorative landscapes such as the American Cemetery at Colleville‑sur‑Mer. Together, these elements form an exceptional cultural landscape shaped both by the events of 1944 and by their enduring remembrance.",,(vi),NONE,0,0,,,,,,wall,,,https://whc.unesco.org/en/list/1581
1147,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,Mixed,Africa,Gabon,,,"The Ecosystem and Relict Cultural Landscape of Lopé-Okanda demonstrates an unusual interface between dense and well-conserved tropical rainforest and relict savannah environments with a great diversity of species, including endangered large mammals, and habitats. The site illustrates ecological and biological processes in terms of species and habitat adaptation to post-glacial climatic changes. It contains evidence of the successive passages of different peoples who have left extensive and comparatively well-preserved remains of habitation around hilltops, caves and shelters, evidence of iron-working and a remarkable collection of some 1,800 petroglyphs (rock carvings). The property’s collection of Neolithic and Iron Age sites, together with the rock art found there, reflects a major migration route of Bantu and other peoples from West Africa along the River Ogooué valley to the north of the dense evergreen Congo forests and to central east and southern Africa, that has shaped the development of the whole of sub-Saharan Africa.",,(iii)(iv)(ix)(x),NONE,0,0,,,,,,,,Criterion_iv,https://whc.unesco.org/en/list/1147
1653,Ivindo National Park,Natural,Africa,Gabon,,,"Situated on the equator in northern Gabon the largely pristine site encompasses an area of almost 300,000 ha crossed by a network of picturesque blackwater rivers. It features rapids and waterfalls bordered by intact rainforest, which make for a landscape of great aesthetic value. The site’s aquatic habitats harbour endemic freshwater fish species, 13 of which are threatened, and at least seven species of Podostemaceae riverweeds, with probable micro-endemic aquatic flora at each waterfall. Many fish species in the property are yet to be described and parts of the site have hardly been investigated. Critically Endangered Slender-snouted Crocodiles (Mecistops cataphractus) find shelter in Ivindo National Park which also boasts biogeographically unique Caesalpinioideae old-growth forests of high conservation value, supporting, for instance, a very high diversity of butterflies alongside threatened flagship mammals and avian fauna such as the Critically Endangered Forest Elephant (Loxodonta cyclotis), Western Lowland Gorilla (Gorilla gorilla), the Endangered Chimpanzee (Pan troglodytes) and Grey Parrot (Psittacus erithacus) as well as the Vulnerable Grey-necked Rockfowl (Picathartes oreas), Mandrill (Mandrillus sphinx), Leopard (Panthera pardus), and African Golden Cat (Caracal aurata), and three species of Pangolin (Manidae spp.).",,(ix)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1653
761,Kunta Kinteh Island and Related Sites,Cultural,Africa,Gambia,,,"James Island and Related Sites present a testimony to the main periods and facets of the encounter between Africa and Europe along the River Gambia, a continuum stretching from pre-colonial and pre-slavery times to independence. The site is particularly significant for its relation to the beginning of the slave trade and its abolition. It also documents early access to the interior of Africa.","Criterion iii: James Island and Related Sites on the River Gambia provide an exceptional testimony to the different facets of the African-European encounter, from the 15th to 20th centuries. The River Gambia formed the first trade route into the interior of Africa and became an early corridor for the slave trade. Criterion vi: James Island and Related Sites, the villages and the batteries, were directly and tangibly associated with the beginning and the conclusion of the slave trade, retaining its memory related to the African Diaspora.",(iii)(vi),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/761
1616,Colchic Rainforests and Wetlands,Natural,Europe and North America,Georgia,,,"The property comprises seven component parts, within an 80km long corridor along the warm-temperate and extremely humid eastern coast of the Black Sea. They provide a series of the most typical Colchic ecosystems at altitudes ranging from sea level to more than 2,500 metres above it. The main ecosystems are ancient deciduous Colchic rainforests and wetlands, percolation bogs and other mire types of the distinct Colchic mire region. The extremely humid broad-leaved rainforests comprise a highly diverse flora and fauna, with very high densities of endemic and relict species, with significant numbers of globally threatened species and relict species, which survived the glacial cycles of the Tertiary. The site is home to approximately 1,100 species of vascular and non-vascular plants, including 44 threatened vascular plan species, and almost 500 species of vertebrates, and a high number of invertebrate species. The site also harbours 19 threatened animal species including sturgeon, notably the critically endangered Colchic Sturgeon. It is a key stopover for many globally threatened birds that migrate through the Batumi bottleneck.",,(ix)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1616
1117,Landscape of the Pico Island Vineyard Culture,Cultural,Europe and North America,Portugal,,,"The 987-ha site on the volcanic island of Pico, the second largest in the Azores archipelago, consists of a remarkable pattern of spaced-out, long linear walls running inland from, and parallel to, the rocky shore. The walls were built to protect the thousands of small, contiguous, rectangular plots (currais) from wind and seawater. Evidence of this viniculture, whose origins date back to the 15th century, is manifest in the extraordinary assembly of the fields, in houses and early 19th-century manor houses, in wine-cellars, churches and ports. The extraordinarily beautiful man-made landscape of the site is the best remaining area of a once much more widespread practice.","Criteria (iii) and (v): The Pico Island landscape reflects a unique response to viniculture on a small volcanic island and one that has been evolving since the arrival of the first settlers in the 15th century. The extraordinarily beautiful man-made landscape of small, stone walled fields is testimony to generations of small-scale farmers who, in a hostile environment, created a sustainable living and much-prized wine.",(iii)(v),NONE,0,0,,,,,,church; wall,,,https://whc.unesco.org/en/list/1117
846,Classical Weimar,Cultural,Europe and North America,Germany,,,"In the late 18th and early 19th centuries the small Thuringian town of Weimar witnessed a remarkable cultural flowering, attracting many writers and scholars, notably Goethe and Schiller. This development is reflected in the high quality of many of the buildings and of the parks in the surrounding area.","Criterion (iii): The high artistic quality of the public and private buildings and parks in and around the town testify to the remarkable cultural flowering of the Weimar Classical Period.
Criterion (vi): Enlightened ducal patronage attracted many of the leading writers and thinkers in Germany, such as Goethe, Schiller, and Herder to Weimar in the late 18th and early 19th centuries, making it the cultural centre of the Europe of the day.",(iii)(vi),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/846
934,Laurisilva of Madeira,Natural,Europe and North America,Portugal,,,"The Laurisilva of Madeira is an outstanding relict of a previously widespread laurel forest type. It is the largest surviving area of laurel forest and is believed to be 90% primary forest. It contains a unique suite of plants and animals, including many endemic species such as the Madeiran long-toed pigeon.","The site contains the largest surviving relict of the virtually extinct laurisilva forest type that was once widespread in Europe. This forest type is considered to be a centre of plant diversity containing numerous rare, relict and endemic species, especially of bryophytes, ferns and flowering plants. It also has a very rich invertebrate fauna. Endemic species include the Madeiran long-toed pigeon and some 66 species of vascular plants.",(ix)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/934
720,Messel Pit Fossil Site,Natural,Europe and North America,Germany,,,"Messel Pit is the richest site in the world for understanding the living environment of the Eocene, between 57 million and 36 million years ago. In particular, it provides unique information about the early stages of the evolution of mammals and includes exceptionally well-preserved mammal fossils, ranging from fully articulated skeletons to the contents of stomachs of animals of this period.",,(viii),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/720
34,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",Cultural,Africa,Ghana,,,"The remains of fortified trading-posts, erected between 1482 and 1786, can still be seen along the coast of Ghana between Keta and Beyin. They were links in the trade routes established by the Portuguese in many areas of the world during their era of great maritime exploration.",,(vi),NONE,0,0,,,,,,fort,,,https://whc.unesco.org/en/list/34
35,Asante Traditional Buildings,Cultural,Africa,Ghana,,,"To the north-east of Kumasi, these are the last material remains of the great Asante civilization, which reached its high point in the 18th century. Since the dwellings are made of earth, wood and straw, they are vulnerable to the onslaught of time and weather.",,(v),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/35
1695,Zagori Cultural Landscape,Cultural,Europe and North America,Greece,,,"Located in a remote rural landscape in northwestern Greece, small stone villages known as Zagorochoria extend along the western slopes of the northern part of the Pindus mountain range. These traditional villages, typically organized around a central square containing a plane tree and surrounded by sacred forests maintained by local communities, showcase a traditional architecture adapted to the mountain topography. A network of stone-arched bridges, stone cobbled paths, and stone staircases linking the villages formed a system that served as a political and social unit connecting the communities of the Vikos and the Voïdomatis River basin.",,(v),NONE,0,0,,,,,,arch; bridge; staircase,,OUV_ArchElements,https://whc.unesco.org/en/list/1695
588,Danube Delta,Natural,Europe and North America,Romania,,,"The waters of the Danube, which flow into the Black Sea, form the largest and best preserved of Europe's deltas. The Danube delta hosts over 300 species of birds as well as 45 freshwater fish species in its numerous lakes and marshes.",,(vii)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/588
1425,"The Climats, terroirs of Burgundy",Cultural,Europe and North America,France,,,"The climates are precisely delimited vineyard parcels on the slopes of the Côte de Nuits and the Côte de Beaune south of the city of Dijon. They differ from one another due to specific natural conditions (geology and exposure) as well as vine types and have been shaped by human cultivation. Over time they came to be recognized by the wine they produce. This cultural landscape consists of two parts. Firstly, the vineyards and associated production units including villages and the town of Beaune, which together represent the commercial dimension of the production system. The second part includes the historic centre of Dijon, which embodies the political regulatory impetus that gave birth to the climats system. The site is an outstanding example of grape cultivation and wine production developed since the High Middle Ages.",,(iii)(v),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1425
1557,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Cultural,Europe and North America,Denmark,,,"Located inside the Arctic Circle in the central part of West Greenland, the property contains the remains of 4,200 years of human history. It is a cultural landscape which bears witness to its creators’ hunting of land and sea animals, seasonal migrations and a rich and well-preserved tangible and intangible cultural heritage linked to climate, navigation and medicine. The features of the property include large winter houses and evidence of caribou hunting, as well as archaeological sites from Paleo-Inuit and Inuit cultures. The cultural landscape includes seven key localities, from Nipisat in the west to Aasivissuit, near the ice cap in the east. It bears testimony to the resilience of the human cultures of the region and their traditions of seasonal migration.",,(v),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1557
1153,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",Cultural,Europe and North America,France,,,"This 302,319 ha property, in the southern part of central France, is a mountain landscape interspersed by deep valleys that is representative of the relationship between agro-pastoral systems and their biophysical environment, notably through drailles or drove roads. Villages and substantial stone farmhouses on deep terraces of the Causses reflect the organization of large abbeys from the 11th century. Mont Lozère, inside the property, is one of the last places where summer transhumance is still practiced in the traditional way, using the drailles.",,(iii)(v),NONE,0,0,,,,,,abbey; terrace,,,https://whc.unesco.org/en/list/1153
697,"Jelling Mounds, Runic Stones and Church",Cultural,Europe and North America,Denmark,,,"The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century.",,(iii),NONE,0,0,,,,,,church,,,https://whc.unesco.org/en/list/697
1586,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",Cultural,Africa,Rwanda,,,"Between April and July 1994, an estimated one million people were killed across Rwanda by armed militias called Interahamwe that targeted Tutsi, but also executed moderate Hutu and Twa people. The victims of the genocide are commemorated in this serial property composed of four memorial sites. Two of the component parts were scenes of massacres: a Catholic church built in the hill of Nyamata in 1980, and a technical school built in the hill of Murambi in 1990. The hill of Gisozi in Kigali City hosts the Kigali Genocide Memorial built in 1999, where more than 250,000 victims have been buried, while the hill of Bisesero in the Western Province hosts a memorial built in 1998, to remember the fight of those who resisted their perpetrators for over two months before being exterminated.",,(vi),NONE,0,0,,,,,,church,,,https://whc.unesco.org/en/list/1586
1149,Ilulissat Icefjord,Natural,Europe and North America,Denmark,,,"Located on the west coast of Greenland, 250 km north of the Arctic Circle, Greenland’s Ilulissat Icefjord is the sea mouth of Sermeq Kujalleq, one of the few glaciers through which the Greenland ice cap reaches the sea. Sermeq Kujalleq is one of the fastest and most active glaciers in the world. It annually calves over 35 km3 of ice, i.e. 10% of the production of all Greenland calf ice and more than any other glacier outside Antarctica. Studied for over 250 years, it has helped to develop our understanding of climate change and icecap glaciology. The combination of a huge ice-sheet and the dramatic sounds of a fast-moving glacial ice-stream calving into a fjord covered by icebergs makes for a dramatic and awe-inspiring natural phenomenon.","Criterion (viii): The Ilulissat Icefjord is an outstanding example of a stage in the Earth’s history: the last ice age of the Quaternary Period. The ice-stream is one of the fastest (19m per day) and most active in the world. Its annual calving of over 35 cu. km of ice accounts for 10% of the production of all Greenland calf ice, more than any other glacier outside Antarctica. The glacier has been the object of scientific attention for 250 years and, along with its relative ease of accessibility, has significantly added to the understanding of ice-cap glaciology, climate change and related geomorphic processes.
Criterion (vii): The combination of a huge ice sheet and a fast moving glacial ice-stream calving into a fjord covered by icebergs is a phenomenon only seen in Greenland and Antarctica. Ilulissat offers both scientists and visitors easy access for close view of the calving glacier front as it cascades down from the ice sheet and into the ice-choked fjord. The wild and highly scenic combination of rock, ice and sea, along with the dramatic sounds produced by the moving ice, combine to present a memorable natural spectacle.",(vii)(viii),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1149
1688,Cultural Landscape of Kenozero Lake,Cultural,Europe and North America,Russian Federation,,,"Located in Kenozero National Park in the north-western area of the European region of the Russian Federation, the property depicts the local cultural landscape that evolved here from the 12th century, following the gradual spread of the Slavic population. It incorporates a number of traditional rural settlements with vernacular wooden architecture. The cultural landscape of Kenozero reflects the communal management of agriculture and nature that developed through the fusion and interaction of the Finno-Ugric forest culture and the Slavic field culture. Wooden churches and other religious buildings, originally decorated with painted ceilings, or “heavens”, are the key social, cultural, and visual landmarks of the area. Their spatial organization, together with sacred sites and symbols, highlight the residents’ spiritual connection with this environment.",,(iii),NONE,0,0,,,,,,ceiling; church,,,https://whc.unesco.org/en/list/1688
1654,Petroglyphs of Lake Onega and the White Sea,Cultural,Europe and North America,Russian Federation,,,"The site contains 4,500 petroglyphs carved in the rocks during the Neolithic period dated about 6-7 thousand years ago and located in the Republic of Karelia in the Russian Federation. It is one of the largest such sites in Europe with petroglyphs that document Neolithic culture in Fennoscandia. The serial property encompasses 33 rock art panels in two component parts 300km apart: 22 petroglyph groups at Lake Onega in the District of Pudozhsky featuring a total of over 1,200 figures and 3,411 figures in 11 groups by the White Sea in the District of Belomorsky. The rock art figures at Lake Onega mostly represents birds, animals, half human and half animal figures as well as geometric shapes that may be symbols of the moon and the sun. The petroglyphs of the White Sea are mostly composed of carvings depicting hunting and sailing scenes including their related equipment as well as animal and human footprints. They show significant artistic qualities and testify to the creativity of the Stone Age. The petroglyphs are associated with sites including settlements and burial grounds.",,(iii),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1654
814,Morne Trois Pitons National Park,Natural,Latin America and the Caribbean,Dominica,,,"Luxuriant natural tropical forest blends with scenic volcanic features of great scientific interest in this national park centred on the 1,342-m-high volcano known as Morne Trois Pitons. With its precipitous slopes and deeply incised valleys, 50 fumaroles, hot springs, three freshwater lakes, a 'boiling lake' and five volcanoes, located on the park's nearly 7,000 ha, together with the richest biodiversity in the Lesser Antilles, Morne Trois Pitons National Park presents a rare combination of natural features of World Heritage value.","The Committee inscribed the Morne Trois Pitons National Park on the basis of natural criteria (viii) and (x) for its diverse flora with endemic species of vascular plants, its volcanoes, rivers and waterfalls, illustrating ongoing geo-morphological processes with high scenic value.",(viii)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/814
766,Central Sikhote-Alin,Natural,Europe and North America,Russian Federation,,,"The Sikhote-Alin mountain range contains one of the richest and most unusual temperate forests of the world. In this mixed zone between taiga and subtropics, southern species such as the tiger and Himalayan bear cohabit with northern species such as the brown bear and lynx. After its extension in 2018, the property includes the Bikin River Valley, located about 100 km to the north of the existing site. It encompasses the South-Okhotsk dark coniferous forests and the East-Asian coniferous broadleaf forests. The fauna includes species of the taiga alongside southern Manchurian species. It includes notable mammals such as the Amur Tiger, Siberian Musk Deer, Wolverine and Sable.",,(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/766
1,Galápagos Islands,Natural,Latin America and the Caribbean,Ecuador,,,"Situated in the Pacific Ocean some 1,000 km from the South American continent, these 19 islands and the surrounding marine reserve have been called a unique ‘living museum and showcase of evolution’. Located at the confluence of three ocean currents, the Galápagos are a ‘melting pot’ of marine species. Ongoing seismic and volcanic activity reflects the processes that formed the islands. These processes, together with the extreme isolation of the islands, led to the development of unusual animal life – such as the land iguana, the giant tortoise and the many types of finch – that inspired Charles Darwin’s theory of evolution by natural selection following his visit in 1835.",,(vii)(viii)(ix)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1
1299,Lena Pillars Nature Park,Natural,Europe and North America,Russian Federation,,,"Lena Pillars Nature Park is marked by spectacular rock pillars that reach a height of approximately 100 m along the banks of the Lena River in the central part of the Sakha Republic (Yakutia). They were produced by the region’s extreme continental climate with an annual temperature range of almost 100 degrees Celsius (from –60 °C in winter to +40 °C in summer). The pillars form rocky buttresses isolated from each other by deep and steep gullies developed by frost shattering directed along intervening joints. Penetration of water from the surface has facilitated cryogenic processes (freeze-thaw action), which have widened gullies between pillars leading to their isolation. Fluvial processes are also critical to the pillars. The site also contains a wealth of Cambrian fossil remains of numerous species, some of them unique.",,(viii),NONE,0,0,,,,,,buttress; pillar,,,https://whc.unesco.org/en/list/1299
260,Sangay National Park,Natural,Latin America and the Caribbean,Ecuador,,,"With its outstanding natural beauty and two active volcanoes, the park illustrates the entire spectrum of ecosystems, ranging from tropical rainforests to glaciers, with striking contrasts between the snowcapped peaks and the forests of the plains. Its isolation has encouraged the survival of indigenous species such as the mountain tapir and the Andean condor.",,(vii)(viii)(ix)(x),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/260
1234,Putorana Plateau,Natural,Europe and North America,Russian Federation,,,"This site coincides with the area of the Putoransky State Nature Reserve, and is located in the central part of the Putorana Plateau in northern Central Siberia. It is situated about 100 km north of the Arctic Circle. The part of the plateau inscribed on the World Heritage List harbours a complete set of subarctic and arctic ecosystems in an isolated mountain range, including pristine taiga, forest tundra, tundra and arctic desert systems, as well as untouched cold-water lake and river systems. A major reindeer migration route crosses the property, which represents an exceptional, large-scale and increasingly rare natural phenomenon.",,(vii)(ix),NONE,0,0,,,,,,,,,https://whc.unesco.org/en/list/1234
1186,Wadi Al-Hitan (Whale Valley),Natural,Arab States,Egypt,,,"Wadi Al-Hitan, Whale Valley, in the Western Desert of Egypt, contains invaluable fossil remains of the earliest, and now extinct, suborder of whales, Archaeoceti. These fossils represent one of the major stories of evolution: the emergence of the whale as an ocean-going mammal from a previous life as a land-based animal. This is the most important site in the world for the demonstration of this stage of evolution. It portrays vividly the form and life of these whales during their transition. The number, concentration and quality of such fossils here is unique, as is their accessibility and setting in an attractive and protected landscape. The fossils of Al-Hitan show the youngest archaeocetes, in the last stages of losing their hind limbs. Other fossil material in the site makes it possible to reconstruct the surrounding environmental and ecological conditions of the time.","Criterion (viii): Wadi Al-Hitan is the most important site in the world to demonstrate one of the iconic changes that make up the record of life on Earth: the evolution of the whales. It portrays vividly their form and mode of life during their transition from land animals to a marine existence. It exceeds the values of other comparable sites in terms of the number, concentration and quality of its fossils, and their accessibility and setting in an attractive and protected landscape. It accords with key principles of the IUCN study on fossil World Heritage Sites, and represents significant values that are currently absent from the World Heritage List.",(viii),NONE,0,0,,,,,,base,,,https://whc.unesco.org/en/list/1186
