Site ID,Site Name,Country,Latitude,Longitude,UNESCO Criteria,Architecture Type,UNESCO Mention,Mentioned Major Stone(s),Local Stone Name,Secondary Stone,Rock Class,Lithology,Local vs Imported,Quarry,Masonry Technique,Structural Use,Condition,Weathering,Stone_Mention_OUV_Excerpt,Stone_Potential_Flag,Potential_Tier_Description
264.0,Monastery of Batalha,Portugal,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design;",skipped; promising; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
194.0,Timgad,Algeria,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Roman town planning / Roman military colony / Defensive system, public conveniences, spectacles, religious complex; nan",Yes,"Limestone, Marble",Local (Inferred for limestone); Precious marbles absent (mosaics used to offset absence),,Sedimentary Rock,,,,Orthogonal block / Ashlar / Reused Roman blocks in later Byzantine fortification,Entire buildings constructed of stone; streets paved with large rectangular limestone slabs; reused blocks in Byzantine fortress,Excellent,"Fragile structures affected by climbing, trampling, graffiti, and vehicle pressure during annual cultural festivals","Major Stone: Limestone, Marble | Local Name: Local (Inferred for limestone); Precious marbles absent (mosaics used to offset absence) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
933.0,The Loire Valley between Sully-sur-Loire and Chalonnes,France,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Châteaux, Benedictine abbeys, medieval fortresses, country houses, troglodyte dwellings, bridges, dyke systems, ogival and Romanesque churches; nan",Yes,Tufa and Slate,Tufa (Tuffeau),,Sedimentary Rock,,Local,Troglodyte sites (extracted local troglodyte cavities/quarries),"Stonework (dykes/ports), troglodyte excavation, dressed stone masonry","Building walls of châteaux, fortresses, abbeys, urban dwellings, ports, dyke systems",Excellent,,Major Stone: Tufa and Slate | Local Name: Tufa (Tuffeau) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1503.0,Nan Madol: Ceremonial Centre of Eastern Micronesia,Micronesia (Federated States of),,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Remains of stone palaces, temples, tombs, mortuaries, domestic and residential domains, and seawalls / megalithic ceremonial centre; nan",Yes,"Basalt, Columnar Basalt, Coral Boulders",,Coral boulders,Igneous Rock,Basalt / Columnar Basalt,Local (transported from elsewhere on the island of Pohnpei),Quarries elsewhere on Pohnpei Island,Massive columnar basalt stones laid using a distinctive 'header-stretcher technique',"Islet perimeter walls, megalithic structures, temples, palaces, tombs, residential domains",Moderate,"Siltation of waterways, overgrowth of vegetation, mangrove encroachment, storm surge effects, stonework collapse","Major Stone: Basalt, Columnar Basalt, Coral Boulders | Secondary Stone: Coral boulders | Lithology: Basalt / Columnar Basalt | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
949.0,My Son Sanctuary,Viet Nam,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Tower-temples (Religious and political capital of the Champa Kingdom); Architectural ensemble; nan,Yes,Sandstone (used for pillars and carved bas-reliefs),,,,,,,Brick construction with stone elements,"Fired brick (main construction), Stone pillars",Moderate,Severe climatic conditions (flooding and high humidity),Major Stone: Sandstone (used for pillars and carved bas-reliefs) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
530.0,Delos,Greece,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Architectural, Architecture, Building, Byzantine, Construction, Monument, Monumental, Ottoman, Plan; nan",Yes,Marble,,,Metamorphic Rock,,"Local & Regional (e.g., Naxos/Cycladic islands)",Naxian (Inferred from Naxian Lions made of local/regional marble),"Ruins/Dry Masonry, Lime Burning (historical destruction)","Columns, Temple Structures, Houses, Public Buildings, Refectory, Sanctuary",Good,Damage by strong north winds and high salinity/sea proximity,Major Stone: Marble | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
836.0,Archaeological Site of Volubilis,Morocco,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Fortified municipium, urban hypodamian system, terraced plan; nan",Yes,Marble,,,,,,,,"Ramparts, buildings, triumphal arch, tombs",Excellent,Damage by north wind (fragile marble sculptures affected),Major Stone: Marble | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
664.0,Archaeological Ensemble of Mérida,Spain,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Classical, Roman, Visigoth, Paleo-Christian, Muslim, Romanesque, Gothic, Baroque; nan",Yes,Marble,Roman Marble,,Metamorphic Rock,,,,"Anastylosis (reconstruction of stage front), consolidation","Bridges, aqueducts, amphitheatre, theatre, temples, fortress, arch, dams, sewers, walls",Excellent,,Major Stone: Marble | Local Name: Roman Marble | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1590.0,Sanctuary of Bom Jesus do Monte in Braga,Portugal,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Architectural and landscape ensemble / Sacri Monti (sacred mount) featuring Baroque style buildings with whitewashed plaster façades, monumental stairway, chapels, church, fountains, and formal gardens; nan",Yes,Granite,,,Igneous Rock,,,,"Sculpted granite, exposed stonework, whitewashed plaster framing","Retaining and dividing walls, stairways, steps, patio, built structures, chapels, church",Good,,Major Stone: Granite | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1713.0,Royal Court of Tiébélé,Burkina Faso,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Earthen architectural complex consisting of concession huts arranged in distinct concessions (including mother houses/Dinian, young married houses/Mangolo, adolescent houses/Draa), protective compound wall, and ceremonial places.; nan",Yes,"Earthen materials such as earth/adobe, cow dung, straw, wood, natural pigments, cement, and tar are mentioned, but no major natural building stone is explicitly detailed)",dala (sacred stones),Sacred stones (dala) placed beneath the red fig tree,Sedimentary Rock,,Local (materials gathered and constructed on-site by community),,"Earthen building, traditional earth and straw mixing, adobe technique, and cement brick foundations","Earthen huts/walls built with earth, wood, straw, and adobe; cement brick foundations (modern adaptation)",Poor,"Rising damp, surface erosion, and water drainage issues","Major Stone: Earthen materials such as earth/adobe, cow dung, straw, wood, natural pigments, cement, and tar are mentioned, but no major natural building stone is explicitly detailed) | Local Name: dala (sacred stones) | Secondary Stone: Sacred stones (dala) placed beneath the red fig tree | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
757.0,Sceilg Mhichíl,Ireland,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Indigenous dry stone masonry / Monastic settlement architecture; nan,Yes,Sandstone,,,Sedimentary Rock,Sandstone (Devonian sandstone mentioned in notes/OUV),Local / Indigenous,,Dry stone masonry (evolution of dry stone masonry techniques),"Cells, oratories, South Peak Hermitage, retaining walls, terraces, foundations, steps, paved areas",Excellent,Deeply eroded and weathered owing to exposed oceanic position; almost frost-free environment,Major Stone: Sandstone | Lithology: Sandstone (Devonian sandstone mentioned in notes/OUV) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1006.0,Neolithic Flint Mines at Spiennes (Mons),Belgium,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Building, Monument, Plan, Structure; nan",Yes,"Chalk, Flint",Flint,,Sedimentary Rock,Flint nodules within chalk plateaux,Local,Neolithic Flint Mines at Spiennes (Petit Spiennes / Camp à Cayaux),"'Striking' technique (freeing from below with support of a central chalk wall, shoring up, and lowering)","Production of tools, long blades, and axes to fell trees; underground galleries and vertical shafts",Excellent,,"Major Stone: Chalk, Flint | Local Name: Flint | Lithology: Flint nodules within chalk plateaux | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
932.0,Jurisdiction of Saint-Emilion,France,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",skipped; bhp,Yes,,,,,,,,,,,,,bhp,Tier 7: High Probability Local Stone / Masonry (High Potential)
689.0,As-Salt - The Place of Tolerance and Urban Hospitality,Jordan,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Residential, Public Buildings, Vernacular, Ottoman, Art Nouveau, Neo-Colonial; nan",Yes,Limestone,Yellow Stone / Yellow Limestone,,Sedimentary Rock,limestone,local,,"Skilled craftsmanship, central hallway and three-bay construction","Public buildings and family residences (masonry walls, three-bay structures)",Good,,Major Stone: Limestone | Local Name: Yellow Stone / Yellow Limestone | Lithology: limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1734.0,Forest Research Institute Malaysia Forest Park Selangor,Malaysia,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",skipped;; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
984.0,Blaenavon Industrial Landscape,United Kingdom of Great Britain and Northern Ireland,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Industrial Landscape (Coal & iron mines, quarries, primitive railway system, furnaces, casting houses, workers' housing, water balance tower, church, workmen's hall, school); nan",Yes,"Coal, Limestone, Fireclay, Iron Ore",,"Fireclay, Iron Ore",Sedimentary Rock,,Local,Mentioned local quarries in the surrounding landscape/valley,,"Base of massive chimney, cast-iron pillars, water balance tower, furnaces, kilns, workers' housing, church, school, workmen's hall",Excellent,,"Major Stone: Coal, Limestone, Fireclay, Iron Ore | Secondary Stone: Fireclay, Iron Ore | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
267.0,Old City of Berne,Switzerland,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Baroque, Late Baroque, Medieval urban structure, Arcades, Fountains, Bridges, Cathedral; nan",Yes,Sandy limestone,,,Sedimentary Rock,Sandy limestone,Local (implied by regional geographic setting on the Swiss plateau),,"Arcades supported by arches, structured stone construction","Arcades, house facades, patrician houses, public monuments, foundations, arches, bridges, towers, walls, cathedral",Good,,Major Stone: Sandy limestone | Lithology: Sandy limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
817.0,Hwaseong Fortress,Republic of Korea,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",skipped; but highly posssible; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
114.0,Persepolis,Iran (Islamic Republic of),29.9352,52.8904,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",skipped; bvvvhp,Yes,,,,,,,,,,,,,bvvvhp,Tier 4: Exceptional Stone Fortress / Cathedral / Mosque (3-v Very Very High)
1610.0,Ombilin Coal Mining Heritage of Sawahlunto,Indonesia,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Colonial, Regency, Traditional Javanese, Purpose-built Industrial Mining Town; nan",Yes,Coal (industrial / strategic resource),,,Sedimentary Rock,High-quality / Industrial-grade Bituminous Coal,Local geological resource extraction,Ombilin Basin Open-Pit Mines and Underground Tunnels (Sawahlunto),"Rock-blast tunneling, inclined rail bridge construction, deep-bore vertical tunneling","Shaft and tunnel mine structures, railway bridges, tunnels, harbour silos, company town buildings",Good,Tropical conditions and rapid growth of vegetation causing degradation,Major Stone: Coal (industrial / strategic resource) | Lithology: High-quality / Industrial-grade Bituminous Coal | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1622.0,Arslantepe Mound,Türkiye,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Palace complex, adobe houses, Royal Tomb complex, settlement plan and layout, monumental architecture; nan",Yes,Adobe (mud-brick/mud plaster with straw tempering),,,Sedimentary Rock,Unbaked mud / clay sediment mixed with straw (Adobe),Local (materials sourced from the fertile Malatya plain and Euphrates River basin),,"Mud-brick / adobe masonry with straw tempering, mud plaster coating","Walls, floors, roof shelter support, internal structural features",Excellent,Fragile nature of exposed adobe remains subject to environmental conditions,Major Stone: Adobe (mud-brick/mud plaster with straw tempering) | Lithology: Unbaked mud / clay sediment mixed with straw (Adobe) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1539.0,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Underground mine adits, shafts, galleries, surface mining relics, waste heaps, and 19th-century steam water pumping station; nan",Yes,Not mentioned; but metallic zinc ore mention expected,,,,,,,,"Shafts, adits, drainage tunnels, galleries, pumping station",Good,,Major Stone: Not mentioned; but metallic zinc ore mention expected,,Tier 9: Unflagged
1484.0,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Japan,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","iron and steel, shipbuilding and coal mining, particularly to meet defence needs; Edo Period, Building, Plan, Structure, Traditional; nan",Yes,Coal (Note: Coal is a sedimentary rock/fossil fuel cited under general stones),,,Sedimentary Rock,,Local materials (and Western technology adapted to local materials),,,,Poor,"Deterioration / poor condition at specific component sites (e.g., Hashima Coal Mine, Miike Coal Mine and Miike Port, Repair shop at Imperial Steel Works)",Major Stone: Coal (Note: Coal is a sedimentary rock/fossil fuel cited under general stones) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
4.0,L’Anse aux Meadows National Historic Site,Canada,,,"(vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",skipped;; nan,Yes,peat bog,,,,,,,,,,,Major Stone: peat bog,,Tier 9: Unflagged
675.0,Joya de Cerén Archaeological Site,El Salvador,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Civic, religious, household buildings, storehouses, kitchen, sweat bath (sauna), public buildings, plaza; nan",No,"Volcanic Ash (Note: Main building materials are earth, clay, rammed earth, and wattle & daub)",,,Igneous Rock,Volcanic ash deposits / Pyroclastic tephra (Loma Caldera / Ilopango eruptions),Local earthen materials and weathered volcanic ash soil,El Salvador,Rammed earth (tapia) and Wattle & Daub (earthquakes resistant),"Earthen structures, clay-built walls, rammed earth for public buildings/sauna, wattle & daub for household structures",Excellent,"Degradation due to tropical conditions, fragile earthen fabric requiring protective roofing/shelters","Major Stone: Volcanic Ash (Note: Main building materials are earth, clay, rammed earth, and wattle & daub) | Lithology: Volcanic ash deposits / Pyroclastic tephra (Loma Caldera / Ilopango eruptions) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
80.0,Mont-Saint-Michel and its Bay,France,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Gothic, Romanesque, Flamboyant Gothic (choir), Pre-Romanesque; nan",No,Granite,,Flat bricks (used with granite masonry in Notre-Dame-sous-terre),Igneous Rock,Granitic rock summit / islet base; granite masonry,Local (rock summit / surrounding rocky islet),,Granite masonry paired with flat bricks,"Foundation/crossing supported by rock summit; high load-bearing walls, ribbed vaults, double nave",Good,Siltation/silting up of the bay; vulnerability of surrounding rocks to natural phenomena/coastal dynamics,Major Stone: Granite | Secondary Stone: Flat bricks (used with granite masonry in Notre-Dame-sous-terre) | Lithology: Granitic rock summit / islet base; granite masonry | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1066.0,Upper Middle Rhine Valley,Germany,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Building, Monument, Plan, Structure, Traditional; Castle, Fort, Fortress, Gate, Terrace; nan",No,"Slate, Sandstone",,Clay-slates,Metamorphic Rock,"Clay-slates, hard sandstone, slate",Local (River cut through regional Rhenish Slate formations),,"Terracing, hillside fortification masonry","Castles, fortresses, town walls, vineyard terracing, building construction",Good,,"Major Stone: Slate, Sandstone | Secondary Stone: Clay-slates | Lithology: Clay-slates, hard sandstone, slate | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1111.0,Cultural Landscape of Honghe Hani Rice Terraces,China,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Traditional, Vernacular; nan",Yes,"Sandstone, Granite, Adobe",,Earth and Stone (mixed masonry),Sedimentary Rock,,Local (sourced beneath and within the Ailao Mountains),,Earth and stone walls; rammed earth; adobe bricks,"Terraces, wall construction, base backdrop for water entrapment/springs, and house walls",Good,Landslides (due to 25% average slopes),"Major Stone: Sandstone, Granite, Adobe | Secondary Stone: Earth and Stone (mixed masonry) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
743.0,National Archeological Park of Tierradentro,Colombia,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Hypogea (underground shaft and side-chamber tombs); artificial residential terraces; nan,Yes,Volcanic tuff; stone of volcanic origin,,,,Volcanic Tuff,Local (tombs carved directly into bedrock below hilltops/ridges),,Rock-cut / Hypogeum architecture (carved directly out of bedrock); wattle-and-daub (for residential structures),"Carved subterranean chambers, access stairs, central support columns, pilasters, and niches",Moderate,Alteration from high interior relative humidity and natural intrinsic fragility of the volcanic tuffs,Major Stone: Volcanic tuff; stone of volcanic origin | Lithology: Volcanic Tuff | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
204.0,Old Havana and its Fortification System,Cuba,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",kipped; bvhp,No,skipped,,,,,,,,,,,Major Stone: skipped,bvhp,Tier 6: High Probability Ashlar / Urban Core (1-v Very High)
1447.0,Carolingian Westwork and Civitas Corvey,Germany,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",skipped; bvvhp,No,skipped; but possible,,,,,,,,,,,Major Stone: skipped; but possible,bvvhp,Tier 5: Major Ashlar Masonry / Imperial Ruins (2-v Very High)
715.0,Rapa Nui National Park,Chile,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Monumental sculpture and architecture; shrines; ahu (ceremonial platforms); moai (colossal stone statues); semi-subterranean stone-houses (elliptical floor plans); housing and productive structures.; nan,Yes,"Basalt, Lava, Tuff (yellow–brown lava tuff).",toki (hard basalt picks); pukao (red stone headdresses - implied context).,"Red stone (used for moai headdresses / pukao); hard basalt (used for picks/toki); beach pebbles (rounded, used for ramp paving).",Igneous Rock,,Local (quarried and extracted on the island).,Rano Raraku (and others).,Carved from tuff using hard basalt picks (toki); lowered down slopes into dug holes; raised rectangular platforms of large worked stones; re-erection/anastylosis.,"ahu (ceremonial platform structures filled with rubble, raised rectangular platform of large worked stones); semi-subterranean stone houses; housing and productive structures.",Excellent,Weathering effects on volcanic lava and tuff; anthropic factors; invasive vegetation affecting structural stability.,"Major Stone: Basalt, Lava, Tuff (yellow–brown lava tuff). | Local Name: toki (hard basalt picks); pukao (red stone headdresses - implied context). | Secondary Stone: Red stone (used for moai headdresses / pukao); hard basalt (used for picks/toki); beach pebbles (rounded, used for ramp paving). | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
883.0,Fuerte de Samaipata,Bolivia (Plurinational State of),,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Urban settlement, ceremonial centre, administrative/residential district; nan",Yes,Sandstone,,,Sedimentary Rock,Sandstone,Local (Carved directly into the rock outcrop/hill),,"High-relief carving on live rock, dry stone masonry (lower walls of Casa Colonial & Inca walls)","Base, Wall, Public Buildings, Temples, Terraces, Platform, Courtyard",Excellent,"Environmental factors, natural degradation, weathering",Major Stone: Sandstone | Lithology: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
492.0,Taos Pueblo,United States of America,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Settlement consisting of ceremonial buildings/facilities and multi-storey adobe dwellings built in terraced tiers (North and South Houses rising up to five storeys); walled village; underground ceremonial chambers (kivas); ruins of an earlier pueblo; ruins of a 1600s church and present-day San Geronimo Catholic Church.; nan,Yes,Adobe (sun-dried earth/clay mixture),Local (traditional materials maintained and replastered by tribal members),,,,,,Traditional adobe construction and periodic replastering/maintenance using traditional methods and earth/mud materials.,"Multi-storey terraced residential structures (North & South Houses up to 5 storeys), ceremonial chambers (kivas), village perimeter wall, churches, and associated structures built with adobe.",Good,"Environmental stresses including water/weather erosion from rain and snow, droughts, and floods.",Major Stone: Adobe (sun-dried earth/clay mixture) | Local Name: Local (traditional materials maintained and replastered by tribal members) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1465.0,"Champagne Hillsides, Houses and Cellars",France,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Prestigious architecture, town planning, functional / showcase spaces, underground cellars, vendangeoirs (grape pressing sites), and historic houses.; nan",Yes,Chalk,,,Sedimentary Rock,Chalk / Chalky substratum,Local,Underground chalk quarries (Gallo-Roman and medieval chalk quarries in Reims).,Quarry-cellar digging / hollowing out soft chalk substratum.,"Underground cellars, networks, and subterranean production spaces hollowed directly out of the chalk substratum.",Good,,Major Stone: Chalk | Lithology: Chalk / Chalky substratum | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1003.0,Longmen Grottoes,China,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Layout, Plan, Tang Dynasty, Traditional; nan",Yes,Limestone,,,Sedimentary Rock,,Local (Carved directly into steep limestone cliffs on-site),,Stone carving / Rock-cut architecture,"Rock-cut caves, niches, and stupas carved into steep cliffs",Good,,Major Stone: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
