Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Rock Class,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
451,Old Town of Galle and its Fortifications,Sri Lanka,Fortified city / Urban ensemble; nan,Internal (DS/OUV),,16th to 19th centuries (Height of development: 18th century),Internal (DS/OUV),,"Portuguese, Dutch, and British Colonial (with South Asian integration)",Internal (DS/OUV),,,Internal (DS/OUV),,"Coral, Granite, and Cherts / Coral rag / Laterite",Coral,Coral Stone,Sedimentary,,,,,"Brick, Lime mortar, Sandstone",Internal (DS/OUV),,"Coral rag, Kabook (Local Sri Lankan name for Laterite)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Local coastal reefs (Coral); Local promontory outcrops and inland quarries (Granite/Laterite),Internal (DS/OUV),,Sri Lanka,Internal (DS/OUV),,Local,Internal (DS/OUV),,Short distance / In-situ (Immediate promontory and surrounding coast),Internal (DS/OUV),,"Ramparts, Bastions, Underground drainage system, Foundation, Wall masonry",Internal (DS/OUV),,"Veranda columns, Facades, Public and administrative building elements",Internal (DS/OUV),,Ashlar and rubble core masonry using coral and granite bound with lime mortar,Internal (DS/OUV),,"Marine bio-erosion, Salt crystallization, Moisture/humidity weathering",Internal (DS/OUV),,"Locally sourced coral lime mortar, matching local granite/coral blocks",Internal (DS/OUV),,Ongoing conservation managed by the Galle Heritage Foundation and Department of Archaeology,Internal (DS/OUV),,Good,,,Yes,"ICOMOS Evaluation Report (1988); 
Antiquities Ordinance of Sri Lanka (1948, rev. 1998)",,,Tier 9: Unflagged,
451,Old Town of Galle and its Fortifications,Sri Lanka,Fortified city / Urban ensemble; nan,Internal (DS/OUV),,16th to 19th centuries (Height of development: 18th century),Internal (DS/OUV),,"Portuguese, Dutch, and British Colonial (with South Asian integration)",Internal (DS/OUV),,,Internal (DS/OUV),,"Coral, Granite, and Cherts / Coral rag / Laterite",Cherts / Coral rag / Laterite,Coral Stone,Sedimentary,,,,,"Brick, Lime mortar, Sandstone",Internal (DS/OUV),,"Coral rag, Kabook (Local Sri Lankan name for Laterite)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Local coastal reefs (Coral); Local promontory outcrops and inland quarries (Granite/Laterite),Internal (DS/OUV),,Sri Lanka,Internal (DS/OUV),,Local,Internal (DS/OUV),,Short distance / In-situ (Immediate promontory and surrounding coast),Internal (DS/OUV),,"Ramparts, Bastions, Underground drainage system, Foundation, Wall masonry",Internal (DS/OUV),,"Veranda columns, Facades, Public and administrative building elements",Internal (DS/OUV),,Ashlar and rubble core masonry using coral and granite bound with lime mortar,Internal (DS/OUV),,"Marine bio-erosion, Salt crystallization, Moisture/humidity weathering",Internal (DS/OUV),,"Locally sourced coral lime mortar, matching local granite/coral blocks",Internal (DS/OUV),,Ongoing conservation managed by the Galle Heritage Foundation and Department of Archaeology,Internal (DS/OUV),,Good,,,Yes,"ICOMOS Evaluation Report (1988); 
Antiquities Ordinance of Sri Lanka (1948, rev. 1998)",,,Tier 9: Unflagged,
232,"Humayun's Tomb, Delhi",India,Garden-Tomb / Dynastic Mausoleum (Mughal / Indo-Islamic Architecture); nan,Internal (DS/OUV),,1560s–1570 (1562 to 1571 CE),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Red Sandstone, White Marble",Red Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,Black Marble (used for inlay/borders),Internal (DS/OUV),,Delhi Quartzite (used in core/structural masonry underpinning red sandstone cladding),External,Peer-Reviewed Literature / ASI Conservation Reports,,,,,,,,,,"Red, White, Black",Internal (DS/OUV),,,,,,,,,,,,Internal (DS/OUV),,,,,,,,"High terraced platform with vaulted cells, core masonry walls, double dome superstructure",Internal (DS/OUV),,"Cladding in red sandstone, white marble double-dome, black and white marble inlaid borders, stone screens (jalis), glazed ceramic tiles on chhatris",Internal (DS/OUV),,"Dressed stone masonry with ashlar cladding, tie-bars, and lime mortar joining; marble inlay (Pietra Dura precursor)",Internal (DS/OUV),,,,,Traditional red sandstone and white marble matching original quarry characteristics,Internal (DS/OUV),,"Removal of 20th-century cement/concrete layers and replacement with traditional lime mortar, lime concrete, and reset original stone paving (AKTC / ASI Project)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,"ICOMOS Evaluation, Aga Khan Trust for Culture (AKTC) Conservation Reports, 
Peer-Reviewed Scientific Studies (Lowry, 1986; Naik et al., 2024; Kumar, 2026)",,,Tier 9: Unflagged,
758,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Hungary,"Monastic complex (Abbey, Basilica/Church, Cloister, Crypt, Refectory, Chapel, Millennium Monument, Library); nan",Internal (DS/OUV),,"Monastic complex (Abbey, Basilica/Church, Cloister, Crypt, Refectory, Chapel, Millennium Monument, Library)",Internal (DS/OUV),,Medieval & Early Modern European / Hungarian Christian (Benedictine Monasticism),Internal (DS/OUV),,,Internal (DS/OUV),,"Red Marble, Limestone, Brick",Limestone,Limestone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,"Red / Reddish, Grey/White (Limestone)",Internal (DS/OUV),,,,,,,,Gerecse Mountains quarries (Tardos area),External,,Hungary,External,,Regional / Domestic (Carpathian Basin),External,,~50–80 km (Gerecse to Pannonhalma),External,,"Walls, foundations, piers, arches, vaults, Millennium Monument core structure",Internal (DS/OUV),,"Porta Speciosa facing, decorative small columns, sculptured cloister stones, portico columns (Ionic), tympanum relief",Internal (DS/OUV),,"Ashlar masonry, carved decorative stonework",Internal (DS/OUV),,Severe deterioration (noted specifically on the 26m dome/drum of the Millennium Monument),Internal (DS/OUV),,,,,Dome removal (1937–38); 1960s cloister excavations/restorations; Romantic style restoration (1865); 20th-century conservation phases,Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,"Archaeometriai Műhely Journal (Bernadett, 2024)",,,Tier 9: Unflagged,
171,Fort and Shalamar Gardens in Lahore,Pakistan,Fortified Palace & Water Garden Enclosure Complex; nan,Internal (DS/OUV),,16th – 17th Century (Akbar 1542–1605 through Shah Jahan 1627–1658; Shalamar Gardens completed 1641–1642),Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,,Internal (DS/OUV),,"Red Sandstone, White Marble",Red Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,"Semi-precious stones (pietra dura / inlay), Glass mosaics, Gilt",Internal (DS/OUV),,,,,,,,,,,,,,"Red/Terracotta (Sandstone); Pure White, Milky White, Grey/Pink Streaked (Marble)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Baked brick masonry core with red sandstone courses, enclosing walls, gateways, bastions, and supporting pillars/pavilions",Internal (DS/OUV),,"Luxurious marble palaces, screens, inlay of semi-precious stones (pietra dura), glass mosaics (Shish Mahal), gilt, and zoomorphic corbels",Internal (DS/OUV),,"Ashlar stone cladding over baked brick, carved stone lattice (jaali) screens, corbelled brackets, and stone inlay/pietra dura",Internal (DS/OUV),,"Deterioration of hydraulic systems, moisture-induced micro-cracking, thermo-hygric expansion/bowing in marble, atmospheric pollution decay",Internal (DS/OUV),,Traditional lime mortar and matching red sandstone/marble matching historical composition during controlled restoration,Internal (DS/OUV),,Traditional lime mortar and matching red sandstone/marble matching historical composition during controlled restoration,Internal (DS/OUV),,Moderate,,,Yes,"1. Makrana Marble: A Popular Heritage Stone Resource
2. The Art of Pietra-dura during the 17th Century Mughal Era
3. Conservation Challenges and Emerging Trends in Pakistan",,,Tier 9: Unflagged,
373,"Stonehenge, Avebury and Associated Sites",United Kingdom of Great Britain and Northern Ireland,"Megalithic stone circles, henges, barrows, avenues, and earthen earthworks/mounds.; nan",Internal (DS/OUV),,Circa 3700 BC – 1600 BC (Neolithic to Early Bronze Age); focal stone circle built ~2500 BC.,Internal (DS/OUV),,Prehistoric Britain (Neolithic and Bronze Age societies).,Internal (DS/OUV),,,Internal (DS/OUV),,"Wiltshire Sarsen Sandstone and Bluestone (dolerite, rhyolite, tuffs)",Wiltshire Sarsen Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,"Chalk (used in earthworks/mounds like Silbury Hill), Altar Stone (Metasandstone), Quartz veins, packing stones",Internal (DS/OUV),,"Sarsen (Silcrete), Chalk",,,,,,,,,,,,,,,,,,,,,,,,United Kingdom (England & Wales),Internal (DS/OUV),,"Sarsens: Local/Regional (~25 km).
Bluestones: Imported (~200–240 km).",External,"Nash, D. J., Ciborowski, T. J. R., Ullyott, J. S., Pearson, M. P., Darvill, T., Greaney, S., Maniatis, G., & Whitaker, K. A. (2020). Origins of the sarsen megaliths at Stonehenge. Science Advances, 6(31), eabc0133. https://doi.org/10.1126/sciadv.abc0133",~25 km for Sarsens; up to 240 km for Bluestones.,Internal (DS/OUV),,"Standing megalithic uprights, horizontal lintels, central trilithons, inner/outer concentric circles, horseshoe arrangements, packing stones.",Internal (DS/OUV),,Unique surface shaping/dressing of megalithic stones; intentional arrangement of bluestone contrast.,Internal (DS/OUV),,"Mortise-and-tenon jointing, tongue-and-groove lintel capping, dressed/shaped megaliths.",Internal (DS/OUV),,"Weathering from surface erosion, natural environmental exposure, animal burrowing, and historic visitor traffic.",Internal (DS/OUV),,,,,"Early to mid-20th-century interventions involving excavation, re-erection of fallen or buried stones to their original positions, and modern site consolidation.",,,Good,Internal (DS/OUV),,Yes,"1. Nash et al., 2020 - Science Advances


2. Parker Pearson et al., 2015 - Antiquity


3. Whitaker, 2019 - Oxford Journal of Archaeology


4. Lott, 2013 - Quarterly Journal of Engineering Geology and Hydrogeology",,,Tier 9: Unflagged,
677,Baroque Churches of the Philippines,Philippines,Earthquake Baroque / Fortress Baroque (Peripheral Baroque); nan,Internal (DS/OUV),,"16th – 18th centuries (Spanish Colonial Period)
",Internal (DS/OUV),,"Spanish Colonial Philippines (fusion of Spanish/European, Chinese, and native Philippine traditions)",Internal (DS/OUV),,,Internal (DS/OUV),,"Tuff, Coralline / Coralline Limestone",Coralline / Coralline Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,"Brick, Lime (mortar), Coral blocks",Internal (DS/OUV),,Adobe stone (volcanic tuff in Manila/Luzon); Coral stone / De capaza,Internal (DS/OUV),,"Volcanic Tuff, Biogenic Coralline Limestone, Clay Brick",Internal (DS/OUV),,,,,na,,,,,,"Porous, coarse-grained (coralline/tuffaceous)",,,"Calcite (limestone), Volcanic ash/feldspar/silicate minerals (tuff)",,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",External,,"Local coastal coral reefs and nearby river quarries (e.g., Meycauayan/Guadalupe tuff quarries)",Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Load-bearing exterior walls, massive buttresses (contrafuertes), bell towers, stone barrel vaults",Internal (DS/OUV),,"High Baroque retablos (altars), volutes, pediment reliefs, carved facades, trompe-l'œil ceiling paintings",Internal (DS/OUV),,"Thick unreinforced block masonry consolidated with lime mortar
",Internal (DS/OUV),,"Environmental degradation and surface erosion due to time, tropical humidity, and salt air",,,,,,Careful governmental and tri-partite restoration using original materials to preserve integrity,,,Excellent,,,Yes,ICOMOS Advisory Body Evaluation; Presidential Decrees 260 & 375; RA 10066 (National Heritage Law),,,Tier 9: Unflagged,
789,Historic Centre of the City of Pienza,Italy,"Italian Renaissance, Late Gothic (interior of Cathedral); nan",Internal (DS/OUV),,Late 15th Century (began in 1459 under Pope Pius II),Internal (DS/OUV),,Italian Renaissance / Western Christian,Internal (DS/OUV),,,Internal (DS/OUV),,Travertine,Travertine,Travertine,Sedimentary,,,,,,,,,,,,,,,,,,,,,,,,,, NA,,,,,,,,,,,,,,,"Load-bearing walls, columns, bell tower foundation, framing",Internal (DS/OUV),,"Herringbone square paving, facade details, capitals, mouldings",Internal (DS/OUV),,"Ashlar masonry, carved stone framing, herringbone paving",Internal (DS/OUV),,,,,,,,Programs ongoing since early 20th century in accordance with Restoration Charters,Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,https://www.mdpi.com/2571-9408/7/1/17,,,Tier 9: Unflagged,
132,Megalithic Temples of Malta,Malta,Prehistoric monumental buildings / Megalithic temples; nan,Internal (DS/OUV),,4th millennium BC and 3rd millennium BC,Internal (DS/OUV),,indigenous Neolithic civilization,External,,,Internal (DS/OUV),,"Coralline limestone, Globigerina limestone",Coralline limestone,Limestone,Sedimentary,,,,,,,,,,,"Hard coralline limestone, Soft globigerina limestone",,,,,,,,,,,,,,,,,,,,,,,,Locally available stone,Internal (DS/OUV),,,,,"External walls, sheltered interiors, orthostats (upright stone slabs), horizontal blocks, paved courts, corbelled roofs, horizontal beams",Internal (DS/OUV),,"Decorated features, panels decorated with drilled holes, bas-relief panels depicting spiral motifs, trees, plants, and animals",Internal (DS/OUV),,Megalithic masonry; upright stone slabs (orthostats) surmounted by horizontal blocks; corbelled roofing; external walls constructed in larger blocks set alternately face out and edge out with space between inner/outer walls filled with stones and earth,Internal (DS/OUV),,"Material and structural deterioration, erosion by natural and human causes, weathering",Internal (DS/OUV),,Cement (used for capping surviving blocks during historic restoration),Internal (DS/OUV),,"Moving decorated blocks indoors; capping surviving blocks with cement; lightweight, removable protective shelters/covers implemented",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
132,Megalithic Temples of Malta,Malta,Prehistoric monumental buildings / Megalithic temples; nan,Internal (DS/OUV),,4th millennium BC and 3rd millennium BC,Internal (DS/OUV),,indigenous Neolithic civilization,External,,,Internal (DS/OUV),,"Coralline limestone, Globigerina limestone",Globigerina limestone,Limestone,Sedimentary,,,,,,,,,,,"Hard coralline limestone, Soft globigerina limestone",,,,,,,,,,,,,,,,,,,,,,,,Locally available stone,Internal (DS/OUV),,,,,"External walls, sheltered interiors, orthostats (upright stone slabs), horizontal blocks, paved courts, corbelled roofs, horizontal beams",Internal (DS/OUV),,"Decorated features, panels decorated with drilled holes, bas-relief panels depicting spiral motifs, trees, plants, and animals",Internal (DS/OUV),,Megalithic masonry; upright stone slabs (orthostats) surmounted by horizontal blocks; corbelled roofing; external walls constructed in larger blocks set alternately face out and edge out with space between inner/outer walls filled with stones and earth,Internal (DS/OUV),,"Material and structural deterioration, erosion by natural and human causes, weathering",Internal (DS/OUV),,Cement (used for capping surviving blocks during historic restoration),Internal (DS/OUV),,"Moving decorated blocks indoors; capping surviving blocks with cement; lightweight, removable protective shelters/covers implemented",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
633,White Monuments of Vladimir and Suzdal,Russian Federation,"Ecclesiastical / Religious and Public Monuments (Cathedral, Church, Monastery, Castle/Palace, Fortress/Kremlin, Golden Gate); nan",Internal (DS/OUV),,12th–13th centuries (with 16th–17th century reconstructions/additions),,,Ancient Russian Principality / North-East Rus,Internal (DS/OUV),,,Internal (DS/OUV),,White Limestone,White Limestone,Limestone,Sedimentary,Internal (DS/OUV),,,,,,,"White Stone (""white-stone architecture / structures"")",Internal (DS/OUV),,Limestone,,,,,,,,,White,Internal (DS/OUV),,Regular blocks,Internal (DS/OUV),,Lime (in white lime mortar),Internal (DS/OUV),,,,,,,,,,,,,,"Load-bearing stonework faced in regular blocks of white limestone (walls, cubic towers, naves, drums, apses)",Internal (DS/OUV),,"Carved reliefs, exterior wall reliefs, fine stone carvings (over a thousand stone carvings on King David theme)",Internal (DS/OUV),,"Stonework faced in regular blocks of white limestone, ashlar masonry style",Internal (DS/OUV),,Atmospheric and vehicle pollution affecting white stone facades,Internal (DS/OUV),,White stone (Used in traditional restoration),Internal (DS/OUV),,"Restoration using traditional techniques, old construction methods, and authentic materials (white stone, white lime, wood, metal)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1361,"Historic Jeddah, the Gate to Makkah",Saudi Arabia,"Multi-cultural Red Sea architectural tradition, characterized by imposing Roshan tower houses and lower houses, mosques, ribat-s, suqs, and small public squares.; nan",Internal (DS/OUV),,"7th century AD / 7th century AH (established as port/gate), with major development of tower houses occurring in the late 19th century (especially post-1869 after the Suez Canal opening).",Internal (DS/OUV),,"Islamic / Arabian Red Sea cultural world (influenced by Indian Ocean trade routes and a cosmopolitan population of pilgrims and merchants from Asia, Africa, and the Middle East).",Internal (DS/OUV),,,Internal (DS/OUV),,Coral Stone,Coral Stone,Coral Stone,Sedimentary,Internal (DS/OUV),,,,,,,Coral stone / Coral,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,Local (Red Sea coastal coral building traditions),Internal (DS/OUV),,,,,Coral stone/coral masonry used for constructing lower houses and tower houses (combined with embedded wooden beams).,Internal (DS/OUV),,Precious woodwork / Roshan wooden screens decorating facades (no stone decorative details mentioned).,Internal (DS/OUV),,"Coral masonry construction with embedded wooden beams; isolated, outward-oriented houses with specific technical devices for internal ventilation.",Internal (DS/OUV),,"Decay and deterioration of historic structures due to humidity, heat, abandonment, and squatting by poor immigrants.",Internal (DS/OUV),,,,,"Punctual restoration, stabilization, and revitalization projects aimed at nursing buildings back to life; minor maintenance on original masonries.",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1720,The Historic Town and Archaeological Site of Gedi,Kenya,"Swahili coastal architecture (domestic, religious, civic, tombs, palace complex, grand mosque, sunken courts, city walls); nan",Internal (DS/OUV),,10th to 17th centuries (particularly 15th–17th centuries),Internal (DS/OUV),,Swahili Islamic Civilization,Internal (DS/OUV),,,Internal (DS/OUV),,Coral stone / Coral rag,Coral stone / Coral rag,Coral Stone,Sedimentary,Internal (DS/OUV),,,,,,,Coral rag,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Kenya,Internal (DS/OUV),,Local (Building stones); Imported luxury items (Porcelain/Glass),Internal (DS/OUV),,,,,"Walls, domestic structures, mosques, tombs, palace complex, wells, water sumps",Internal (DS/OUV),,Mosques and tombs embellished with carvings and inset Chinese porcelain,Internal (DS/OUV),,Coral rag/stone laid with lime mortar and earth mortar,Internal (DS/OUV),,Vulnerable; affected by vegetation and potential fire risks,Internal (DS/OUV),,,,,Traditional building materials and methods respected during maintenance,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
857,"La Grand-Place, Brussels",Belgium,"Eclectic blending of Gothic, Renaissance, and Baroque styles; nan",Internal (DS/OUV),,Earliest reference 12th century; major rebuilding late 17th century (post-1695 bombardment); restorations in 19th century,Internal (DS/OUV),,Western European / Brabant (Mercantile Northern Europe),Internal (DS/OUV),,,Internal (DS/OUV),,"Euville Stone, Calcareous Sandstone, Sandstone",Euville Stone,Limestone,Sedimentary,Internal (DS/OUV),,,,Gobertange calcareous sandstone (Bruxellian),Internal (DS/OUV),,Gobertange stone / Bruxellian,Internal (DS/OUV),,"Calcareous sandstone, limestone",Internal (DS/OUV),,,,,,,,,,,,,,,,,Gobertange / Euville,Internal (DS/OUV),,Belgium (Gobertange) / France (Euville),Internal (DS/OUV),,Both (Local Gobertange sandstone & imported/regional Euville stone),Internal (DS/OUV),,,,,"Stone façades, foundations, paved square",Internal (DS/OUV),,"Sculpted ornaments, gables, pinnacles, statues",Internal (DS/OUV),,"Ashlar stone masonry, historicist restoration / reproduction",Internal (DS/OUV),,Erosion and atmospheric pollution,Internal (DS/OUV),,Gobertange calcareous sandstone and Euville stone used during 19th-century restorations,Internal (DS/OUV),,Major historicist restoration campaigns in late 19th century and ongoing regional heritage interventions,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
